x	y	category	mutation_count
64	186	1	6948
65	28	1	7339
65	40	1	7363
65	42	1	6377
65	47	1	5111
65	51	1	4495
65	54	1	7403
65	56	1	6142
65	57	1	6724
65	60	1	8310
65	65	1	8302
65	67	1	5752
65	68	1	7013
65	69	1	7642
65	70	1	6019
65	75	1	6522
65	76	1	7461
65	77	1	6406
65	78	1	6604
65	79	1	7314
65	81	1	6266
65	82	1	5686
65	83	1	6594
65	86	1	7127
65	90	1	6448
65	96	1	8370
65	98	1	7632
65	100	1	5481
65	103	1	7089
65	105	1	9285
65	106	1	6277
65	110	1	6899
65	112	1	5721
65	118	1	6199
65	120	1	4189
65	121	1	6913
65	127	1	5803
65	131	1	7897
65	132	1	5257
65	138	1	8146
65	154	1	5765
65	155	1	6381
65	165	1	8835
65	166	1	7248
65	175	1	8751
65	178	1	7017
66	23	1	7983
66	35	1	7740
66	36	1	6999
66	37	1	7204
66	38	1	6025
66	40	1	8245
66	44	1	7187
66	48	1	5913
66	52	1	5168
66	60	1	6353
66	61	1	9529
66	62	1	5591
66	65	1	8214
66	67	1	5498
66	71	1	5794
66	72	1	7893
66	74	1	6301
66	79	1	6594
66	82	1	5019
66	84	1	8042
66	86	1	6628
66	88	1	6318
66	89	1	7975
66	91	1	8944
66	92	1	5239
66	94	1	7571
66	98	1	6285
66	100	1	5215
66	101	1	7650
66	102	1	7284
66	103	1	6070
66	105	1	6580
66	107	1	7313
66	110	1	6305
66	111	1	6158
66	112	1	7178
66	115	1	8232
66	118	1	7657
66	119	1	6253
66	120	1	5693
66	122	1	7643
66	123	1	5630
66	125	1	6841
66	127	1	7402
66	129	1	9199
66	133	1	6116
66	134	1	6840
66	136	1	7161
66	144	1	5054
66	145	1	7400
66	146	1	7154
66	147	1	6020
66	148	1	6082
66	149	1	5040
66	151	1	6576
66	154	1	6007
66	159	1	7583
66	161	1	8005
66	168	1	7652
66	172	1	5548
67	27	1	5005
67	29	1	6873
67	31	1	6921
67	35	1	5877
67	36	1	6118
67	51	1	6249
67	59	1	4692
67	61	1	7072
67	63	1	5021
67	65	1	5522
67	66	1	6930
67	67	1	7129
67	68	1	6818
67	70	1	6896
67	71	1	3977
67	72	1	5466
67	73	1	5334
67	74	1	5775
67	76	1	5579
67	77	1	5846
67	79	1	5820
67	83	1	10157
67	85	1	6748
67	88	1	4206
67	89	1	7266
67	90	1	4786
67	91	1	7059
67	92	1	9019
67	95	1	7001
67	97	1	7174
67	98	1	6672
67	99	1	4475
67	100	1	8384
67	104	1	9894
67	107	1	7053
67	108	1	7937
67	109	1	6809
67	110	1	5821
67	114	1	4923
67	115	1	6441
67	118	1	5417
67	122	1	7137
67	123	1	6118
67	124	1	5555
67	125	1	4214
67	126	1	7003
67	128	1	7599
67	134	1	6938
67	135	1	5910
67	136	1	7182
67	141	1	5612
67	143	1	7203
67	144	1	7729
67	149	1	5748
67	152	1	5892
67	155	1	6871
67	156	1	6348
67	157	1	8109
67	158	1	5775
67	165	1	7502
67	173	1	5989
67	181	1	6588
68	17	1	7902
68	27	1	4468
68	33	1	6848
68	35	1	5789
68	37	1	6228
68	39	1	7034
68	41	1	8252
68	42	1	4504
68	50	1	5486
68	53	1	5236
68	54	1	5481
68	58	1	8335
68	59	1	6047
68	60	1	7080
68	61	1	5407
68	63	1	6169
68	65	1	4701
68	66	1	6816
68	67	1	4800
68	68	1	7694
68	69	1	4993
68	72	1	6215
68	74	1	8712
68	76	1	9417
68	78	1	8393
68	79	1	5413
68	81	1	7572
68	83	1	6250
68	84	1	7139
68	85	1	6688
68	86	1	5529
68	89	1	8724
68	93	1	7590
68	94	1	6213
68	95	1	4544
68	96	1	5371
68	99	1	6671
68	100	1	7355
68	101	1	6819
68	103	1	7144
68	106	1	5845
68	108	1	6221
68	109	1	5885
68	110	1	6883
68	112	1	5732
68	114	1	7010
68	115	1	8945
68	116	1	6976
68	119	1	8717
68	120	1	8116
68	121	1	7159
68	125	1	4903
68	126	1	5697
68	132	1	5987
68	133	1	9561
68	135	1	8623
68	136	1	7104
68	138	1	5321
68	139	1	7551
68	140	1	8768
68	141	1	7713
68	144	1	6370
68	145	1	5571
68	148	1	7580
68	150	1	7784
68	170	1	6022
68	172	1	7614
68	183	1	7532
69	28	1	5992
69	31	1	8604
69	32	1	7549
69	33	1	6734
69	41	1	10049
69	42	1	5849
69	47	1	8123
69	48	1	6513
69	49	1	5479
69	51	1	4748
69	52	1	5058
69	53	1	6550
69	58	1	4269
69	61	1	5249
69	68	1	5951
69	69	1	6675
69	73	1	8092
69	74	1	4601
69	76	1	9060
69	79	1	5645
69	80	1	7774
69	81	1	8705
69	82	1	4822
69	83	1	5721
69	85	1	5935
69	86	1	7227
69	87	1	5199
69	88	1	5520
69	92	1	4783
69	95	1	10310
69	99	1	7030
69	102	1	4650
69	103	1	4570
69	104	1	4457
69	105	1	4465
69	107	1	5890
69	109	1	7629
69	110	1	5535
69	111	1	6376
69	117	1	5941
69	135	1	6688
69	136	1	5816
69	138	1	6109
69	140	1	6041
69	142	1	8393
69	146	1	6910
69	147	1	8486
69	149	1	5412
69	152	1	5690
69	154	1	8425
69	158	1	6752
69	160	1	4712
69	178	1	6741
69	179	1	6585
69	182	1	5817
70	27	1	6779
70	37	1	6213
70	40	1	5980
70	41	1	5826
70	49	1	7896
70	52	1	5961
70	54	1	4654
70	56	1	6477
70	57	1	9406
70	59	1	7683
70	60	1	8977
70	63	1	5603
70	65	1	3744
70	66	1	6348
70	67	1	6728
70	68	1	5524
70	69	1	5812
70	70	1	4496
70	73	1	10297
70	75	1	5419
70	77	1	9063
70	80	1	6110
70	82	1	6607
70	85	1	5973
70	86	1	6369
70	92	1	7674
70	93	1	3994
70	94	1	8548
70	96	1	8513
70	99	1	7861
70	101	1	7526
70	102	1	7276
70	104	1	7016
70	106	1	4856
70	108	1	5838
70	110	1	6928
70	111	1	5479
70	118	1	7554
70	119	1	5848
70	120	1	5378
70	121	1	5701
70	122	1	5298
70	126	1	8215
70	127	1	7583
70	128	1	5692
70	129	1	6122
70	132	1	8401
70	134	1	5805
70	136	1	7321
70	137	1	6361
70	138	1	5668
70	139	1	6813
70	143	1	6679
70	144	1	6685
70	147	1	6035
70	149	1	6378
70	152	1	8997
70	154	1	8679
70	156	1	6299
70	161	1	5813
71	27	1	7458
71	33	1	7195
71	40	1	6243
71	43	1	8489
71	44	1	8138
71	51	1	6521
71	57	1	7667
71	59	1	3483
71	70	1	8202
71	72	1	6321
71	73	1	8931
71	74	1	5958
71	77	1	8303
71	80	1	7292
71	81	1	5347
71	82	1	8336
71	84	1	6801
71	85	1	7399
71	87	1	6308
71	88	1	8152
71	89	1	5367
71	92	1	6887
71	94	1	6771
71	95	1	4447
71	96	1	6325
71	97	1	6816
71	98	1	7343
71	103	1	5843
71	104	1	5072
71	106	1	6427
71	107	1	6126
71	110	1	4956
71	111	1	5694
71	112	1	6246
71	113	1	8072
71	117	1	7711
71	120	1	5481
71	123	1	5944
71	125	1	6197
71	126	1	5565
71	130	1	9264
71	131	1	8858
71	133	1	8644
71	134	1	9743
71	136	1	7224
71	138	1	8003
71	139	1	7025
71	141	1	5280
71	143	1	5956
71	144	1	7174
71	146	1	5477
71	148	1	5992
71	149	1	7137
71	157	1	7923
71	165	1	6524
71	170	1	7288
71	171	1	6069
71	173	1	7673
71	174	1	4932
71	190	1	7365
72	15	1	8738
72	24	1	7200
72	46	1	8984
72	49	1	6130
72	53	1	6220
72	56	1	6527
72	59	1	7810
72	60	1	5561
72	61	1	7731
72	64	1	6588
72	65	1	6265
72	68	1	6633
72	71	1	6999
72	72	1	8452
72	74	1	6324
72	76	1	6204
72	80	1	8535
72	82	1	5349
72	84	1	7900
72	85	1	9231
72	87	1	5435
72	88	1	5740
72	90	1	7828
72	91	1	4525
72	93	1	8932
72	97	1	4243
72	98	1	5857
72	99	1	8291
72	101	1	5537
72	103	1	6576
72	106	1	6032
72	108	1	5959
72	109	1	5568
72	116	1	7188
72	117	1	9039
72	119	1	5601
72	120	1	5668
72	121	1	7405
72	122	1	6988
72	123	1	6475
72	124	1	5599
72	126	1	5844
72	134	1	5142
72	136	1	7002
72	142	1	6798
72	146	1	5823
72	154	1	4565
72	158	1	6679
72	159	1	6475
72	163	1	7411
72	165	1	6371
72	167	1	7546
73	31	1	5586
73	38	1	6733
73	40	1	5957
73	41	1	5325
73	43	1	5748
73	44	1	5097
73	48	1	6428
73	52	1	9263
73	54	1	5847
73	56	1	6292
73	57	1	7723
73	61	1	7525
73	62	1	4495
73	63	1	5365
73	67	1	8550
73	69	1	7909
73	71	1	6635
73	72	1	6831
73	74	1	4696
73	76	1	6291
73	77	1	8951
73	80	1	8199
73	81	1	5908
73	83	1	9495
73	85	1	4911
73	87	1	4988
73	89	1	8274
73	93	1	7846
73	95	1	3845
73	98	1	7235
73	99	1	7295
73	100	1	8302
73	101	1	7174
73	102	1	7808
73	104	1	6553
73	106	1	7902
73	109	1	6812
73	117	1	6383
73	121	1	5683
73	122	1	4886
73	131	1	5205
73	132	1	5875
73	140	1	5396
73	142	1	5844
73	143	1	8005
73	144	1	5544
73	151	1	6570
73	155	1	5790
73	158	1	7414
73	160	1	4735
73	161	1	5121
73	164	1	5251
73	170	1	7987
73	174	1	7439
73	183	1	8060
74	24	1	6780
74	33	1	4832
74	34	1	3382
74	41	1	6027
74	42	1	6421
74	44	1	7292
74	46	1	5354
74	48	1	6217
74	61	1	7171
74	63	1	6962
74	64	1	6668
74	65	1	7822
74	68	1	5515
74	69	1	7016
74	70	1	7151
74	71	1	5094
74	75	1	4937
74	77	1	6000
74	80	1	6033
74	81	1	8178
74	82	1	7995
74	84	1	4704
74	85	1	6386
74	87	1	7571
74	91	1	4737
74	92	1	6269
74	93	1	4404
74	95	1	6638
74	96	1	7399
74	97	1	4151
74	98	1	7286
74	100	1	5567
74	101	1	7261
74	102	1	5584
74	105	1	6135
74	106	1	6665
74	109	1	4839
74	111	1	5350
74	113	1	5235
74	114	1	6556
74	116	1	8137
74	117	1	6378
74	118	1	9487
74	120	1	4334
74	121	1	6400
74	123	1	6094
74	127	1	5571
74	130	1	7223
74	133	1	5561
74	134	1	5241
74	135	1	8886
74	141	1	9717
74	144	1	6362
74	145	1	6464
74	147	1	5590
74	153	1	7336
74	154	1	7173
74	155	1	5997
74	159	1	8084
74	160	1	7633
74	161	1	5563
74	169	1	8944
74	174	1	6175
74	175	1	6184
74	178	1	5589
74	181	1	6351
75	27	1	5855
75	31	1	5168
75	33	1	7874
75	34	1	7541
75	44	1	10848
75	45	1	9230
75	49	1	8688
75	50	1	7519
75	52	1	4333
75	58	1	7520
75	62	1	5956
75	65	1	5239
75	72	1	8663
75	74	1	9313
75	76	1	6027
75	84	1	7217
75	86	1	5870
75	87	1	6376
75	90	1	7707
75	93	1	5729
75	95	1	4422
75	98	1	7034
75	100	1	6192
75	101	1	6773
75	102	1	5676
75	106	1	11319
75	112	1	7654
75	114	1	8299
75	115	1	6207
75	117	1	7127
75	118	1	7489
75	120	1	4529
75	122	1	7352
75	123	1	5271
75	124	1	5622
75	128	1	9226
75	130	1	8280
75	133	1	4812
75	134	1	7413
75	140	1	7389
75	143	1	4321
75	144	1	5283
75	145	1	4542
75	147	1	8731
75	148	1	8206
75	153	1	8468
75	157	1	7823
75	158	1	6187
75	159	1	5464
75	165	1	5440
75	167	1	8386
75	169	1	5354
75	170	1	6029
75	174	1	8088
75	177	1	6454
75	182	1	7174
75	183	1	5251
76	11	1	5970
76	26	1	6572
76	31	1	6585
76	41	1	5675
76	47	1	4549
76	49	1	6940
76	50	1	7133
76	51	1	3923
76	56	1	7102
76	58	1	9061
76	60	1	6464
76	66	1	4952
76	68	1	6991
76	72	1	11239
76	75	1	7008
76	77	1	5466
76	78	1	6074
76	80	1	5081
76	81	1	4912
76	82	1	6455
76	83	1	4106
76	84	1	8646
76	85	1	5520
76	86	1	5544
76	89	1	4539
76	90	1	6623
76	91	1	6424
76	92	1	7994
76	95	1	7756
76	98	1	4754
76	99	1	7200
76	103	1	8903
76	105	1	6959
76	110	1	7770
76	111	1	6646
76	115	1	6082
76	116	1	5027
76	118	1	6286
76	119	1	6900
76	120	1	6319
76	121	1	6599
76	124	1	6467
76	125	1	7350
76	127	1	4219
76	129	1	8018
76	132	1	4654
76	138	1	6523
76	143	1	9088
76	144	1	8913
76	149	1	8164
76	154	1	5394
76	156	1	6244
76	160	1	6309
76	161	1	4082
76	162	1	5891
76	164	1	6054
76	167	1	6186
76	174	1	6983
76	180	1	7363
77	38	1	7048
77	40	1	7930
77	41	1	7711
77	42	1	8401
77	45	1	6358
77	51	1	5119
77	52	1	6675
77	53	1	6902
77	58	1	5235
77	59	1	6060
77	60	1	6843
77	61	1	6308
77	65	1	4452
77	68	1	7713
77	70	1	7341
77	76	1	6466
77	77	1	5975
77	80	1	4889
77	88	1	5612
77	89	1	5245
77	90	1	6226
77	91	1	6388
77	92	1	6379
77	98	1	4029
77	103	1	7897
77	104	1	5924
77	105	1	5477
77	107	1	6093
77	109	1	6534
77	110	1	5953
77	112	1	6911
77	114	1	6677
77	118	1	6357
77	119	1	4234
77	121	1	5562
77	132	1	5485
77	133	1	4524
77	135	1	8603
77	136	1	6976
77	141	1	7869
77	143	1	6088
77	144	1	4510
77	145	1	6534
77	146	1	6396
77	153	1	6293
77	154	1	10535
77	155	1	8920
77	156	1	7315
77	157	1	6350
77	159	1	8202
77	161	1	7527
77	167	1	5564
77	168	1	8183
77	172	1	7548
77	176	1	6120
77	181	1	6595
78	11	1	5574
78	22	1	7455
78	26	1	6895
78	28	1	6241
78	32	1	5528
78	33	1	5083
78	37	1	7550
78	39	1	8371
78	45	1	3617
78	47	1	10368
78	53	1	5149
78	54	1	6577
78	57	1	6251
78	58	1	7021
78	59	1	6369
78	60	1	8002
78	64	1	7320
78	67	1	6185
78	69	1	5993
78	70	1	6302
78	71	1	7338
78	74	1	6025
78	76	1	5283
78	77	1	5913
78	80	1	5430
78	82	1	6167
78	83	1	7451
78	85	1	6607
78	87	1	6484
78	88	1	6944
78	89	1	6185
78	90	1	9660
78	92	1	7868
78	94	1	4287
78	99	1	8834
78	100	1	4650
78	104	1	7274
78	105	1	7307
78	109	1	7626
78	112	1	9030
78	113	1	7625
78	116	1	6813
78	117	1	6014
78	121	1	5411
78	123	1	7597
78	125	1	5301
78	127	1	8180
78	128	1	6927
78	129	1	3214
78	132	1	5403
78	133	1	5096
78	134	1	6637
78	135	1	6338
78	136	1	5343
78	138	1	8662
78	139	1	9065
78	140	1	5316
78	144	1	5222
78	147	1	7443
78	149	1	7255
78	150	1	6980
78	162	1	7460
78	168	1	7263
78	169	1	7798
78	172	1	11488
78	177	1	8690
79	37	1	7000
79	39	1	5352
79	40	1	9059
79	42	1	5532
79	48	1	3658
79	50	1	5933
79	51	1	5583
79	54	1	8665
79	56	1	6771
79	59	1	7565
79	60	1	7340
79	64	1	6403
79	67	1	6013
79	69	1	8340
79	70	1	8142
79	71	1	7088
79	72	1	4071
79	75	1	5795
79	76	1	6099
79	80	1	8829
79	84	1	8439
79	85	1	8733
79	86	1	6328
79	88	1	7882
79	93	1	8115
79	96	1	3918
79	97	1	9365
79	98	1	7391
79	99	1	6813
79	103	1	5380
79	104	1	5119
79	107	1	8572
79	109	1	6065
79	110	1	7068
79	114	1	5797
79	116	1	9640
79	117	1	6809
79	118	1	6233
79	123	1	7321
79	124	1	6780
79	125	1	8039
79	127	1	4712
79	128	1	7055
79	129	1	4373
79	130	1	5322
79	131	1	6466
79	133	1	9009
79	134	1	8123
79	137	1	4496
79	138	1	8550
79	140	1	5389
79	145	1	6092
79	147	1	6335
79	148	1	8014
79	149	1	5565
79	150	1	9230
79	151	1	5777
79	153	1	5209
79	156	1	6454
79	158	1	7140
79	161	1	8780
79	163	1	9358
79	168	1	5555
79	169	1	7121
79	173	1	6622
79	183	1	10133
80	23	1	6653
80	25	1	7221
80	36	1	7062
80	49	1	7721
80	54	1	7855
80	56	1	6268
80	57	1	8051
80	58	1	5832
80	60	1	8329
80	61	1	7466
80	64	1	5520
80	71	1	5845
80	77	1	9357
80	79	1	6812
80	82	1	4132
80	84	1	6406
80	86	1	7677
80	87	1	5900
80	95	1	9003
80	101	1	9286
80	103	1	7141
80	104	1	7054
80	105	1	6312
80	107	1	5761
80	108	1	9751
80	109	1	5347
80	112	1	6338
80	115	1	5433
80	117	1	7492
80	118	1	7618
80	119	1	6869
80	125	1	4017
80	128	1	5065
80	129	1	7420
80	131	1	6392
80	132	1	6241
80	133	1	7020
80	135	1	7723
80	138	1	6019
80	140	1	4684
80	141	1	6423
80	142	1	6071
80	143	1	6939
80	145	1	5203
80	146	1	5419
80	151	1	8404
80	152	1	5199
80	154	1	7172
80	158	1	6488
80	160	1	6293
80	162	1	4867
80	163	1	5414
80	176	1	4694
81	23	1	4515
81	24	1	6535
81	29	1	6481
81	35	1	3716
81	44	1	5280
81	49	1	4396
81	52	1	6728
81	54	1	9732
81	56	1	5690
81	60	1	5392
81	61	1	6105
81	64	1	3790
81	65	1	4115
81	69	1	5373
81	70	1	6607
81	73	1	8466
81	74	1	5675
81	77	1	6328
81	79	1	7749
81	80	1	7083
81	82	1	10191
81	83	1	6244
81	84	1	7252
81	90	1	7128
81	91	1	4042
81	92	1	8632
81	93	1	7615
81	94	1	6242
81	98	1	5928
81	101	1	10230
81	102	1	5930
81	103	1	8127
81	104	1	7636
81	107	1	8078
81	109	1	4661
81	112	1	9369
81	114	1	5773
81	116	1	6906
81	117	1	8300
81	118	1	6704
81	122	1	7224
81	123	1	5069
81	125	1	5257
81	128	1	4639
81	131	1	7296
81	132	1	7535
81	133	1	7224
81	137	1	6618
81	138	1	6902
81	139	1	5848
81	142	1	8154
81	143	1	6199
81	154	1	6615
81	155	1	7207
81	158	1	8227
81	159	1	7096
81	161	1	4658
81	164	1	7499
81	166	1	6823
81	167	1	7502
81	172	1	3957
81	186	1	8165
81	197	1	9485
82	25	1	5086
82	28	1	6757
82	34	1	4862
82	35	1	6780
82	36	1	6205
82	44	1	7361
82	45	1	7269
82	47	1	7671
82	49	1	7437
82	51	1	7617
82	53	1	6177
82	56	1	6601
82	57	1	5054
82	58	1	6769
82	59	1	6338
82	62	1	6382
82	63	1	6293
82	66	1	7838
82	70	1	8215
82	74	1	6474
82	75	1	7236
82	82	1	8526
82	84	1	6954
82	85	1	8290
82	88	1	6334
82	92	1	5164
82	95	1	6313
82	96	1	9445
82	98	1	5706
82	102	1	5876
82	103	1	8875
82	106	1	8757
82	107	1	7059
82	112	1	7699
82	113	1	6099
82	114	1	7109
82	115	1	6274
82	120	1	7968
82	121	1	8737
82	123	1	7160
82	124	1	6691
82	129	1	8100
82	132	1	7901
82	137	1	6341
82	138	1	5375
82	142	1	5300
82	143	1	6390
82	144	1	7607
82	147	1	5356
82	148	1	6749
82	149	1	7565
82	155	1	7521
82	156	1	6895
82	163	1	5684
82	169	1	5261
82	170	1	6127
82	173	1	9242
82	177	1	7384
82	194	1	5486
83	19	1	6664
83	27	1	3481
83	32	1	8222
83	37	1	5622
83	42	1	6352
83	46	1	5513
83	52	1	5949
83	53	1	6933
83	58	1	8014
83	59	1	6842
83	60	1	6186
83	63	1	6368
83	65	1	5812
83	67	1	7115
83	70	1	5398
83	77	1	9456
83	79	1	6916
83	80	1	8444
83	81	1	5751
83	83	1	4727
83	84	1	6990
83	85	1	6927
83	88	1	7954
83	90	1	7101
83	92	1	8137
83	93	1	6372
83	95	1	8847
83	96	1	5826
83	97	1	5560
83	98	1	7388
83	99	1	8779
83	102	1	6071
83	107	1	8855
83	108	1	4903
83	111	1	6591
83	112	1	7262
83	113	1	5559
83	114	1	8332
83	115	1	9171
83	116	1	5860
83	117	1	7221
83	118	1	6573
83	121	1	4359
83	123	1	6596
83	124	1	6441
83	125	1	7702
83	126	1	7501
83	128	1	8653
83	130	1	5162
83	131	1	8212
83	133	1	5118
83	135	1	7011
83	136	1	8468
83	140	1	6116
83	144	1	5681
83	145	1	9899
83	152	1	4999
83	153	1	6371
83	156	1	5316
83	157	1	6425
83	158	1	5603
83	166	1	10060
83	170	1	6047
83	181	1	7893
84	11	1	6845
84	25	1	6651
84	35	1	5569
84	37	1	6418
84	38	1	5800
84	39	1	6610
84	46	1	6147
84	51	1	6183
84	58	1	5874
84	61	1	7876
84	63	1	5848
84	64	1	5986
84	66	1	8290
84	67	1	6939
84	68	1	4790
84	71	1	8050
84	73	1	4421
84	75	1	6443
84	79	1	6511
84	83	1	5241
84	87	1	5396
84	94	1	5708
84	97	1	7574
84	98	1	6814
84	99	1	5421
84	100	1	5560
84	101	1	5200
84	108	1	7146
84	109	1	10099
84	110	1	5357
84	111	1	4576
84	112	1	5077
84	113	1	8802
84	115	1	6675
84	117	1	7146
84	120	1	4255
84	121	1	5556
84	124	1	8846
84	125	1	4869
84	126	1	6098
84	127	1	7286
84	131	1	7383
84	133	1	8086
84	134	1	8564
84	137	1	7232
84	138	1	7245
84	139	1	5048
84	141	1	4870
84	147	1	7273
84	150	1	7038
84	151	1	7565
84	152	1	6043
84	153	1	5136
84	154	1	9056
84	155	1	4708
84	157	1	5577
84	158	1	6798
84	160	1	8135
84	161	1	6589
84	164	1	7933
84	167	1	7337
84	171	1	8765
84	194	1	7928
85	6	1	6358
85	24	1	7957
85	29	1	5767
85	31	1	6679
85	38	1	5786
85	45	1	7552
85	47	1	4863
85	48	1	4629
85	51	1	5679
85	56	1	4745
85	59	1	7978
85	64	1	5570
85	66	1	6195
85	67	1	5341
85	70	1	4613
85	71	1	7896
85	74	1	6816
85	75	1	5163
85	77	1	4618
85	78	1	6441
85	79	1	5542
85	80	1	6431
85	82	1	6660
85	84	1	9680
85	85	1	7252
85	88	1	6874
85	89	1	8327
85	91	1	5984
85	92	1	5447
85	93	1	7102
85	94	1	5605
85	100	1	7136
85	102	1	6365
85	103	1	5796
85	105	1	6111
85	106	1	6199
85	110	1	7143
85	113	1	5032
85	115	1	5762
85	117	1	4555
85	123	1	5578
85	124	1	8034
85	125	1	5215
85	129	1	7383
85	130	1	6671
85	133	1	8953
85	134	1	7162
85	136	1	9671
85	140	1	6039
85	141	1	5619
85	142	1	5632
85	147	1	5363
85	149	1	6901
85	154	1	6706
85	156	1	6301
85	158	1	6909
85	159	1	6259
85	160	1	7288
85	161	1	5841
85	163	1	5422
85	167	1	8197
85	169	1	6457
85	179	1	6658
85	184	1	7032
85	186	1	7366
85	191	1	8804
86	1	1	6405
86	17	1	8990
86	21	1	6450
86	25	1	4636
86	26	1	6870
86	30	1	5764
86	41	1	5561
86	42	1	6138
86	43	1	7302
86	44	1	9147
86	45	1	5553
86	46	1	7315
86	49	1	6591
86	51	1	8909
86	53	1	7284
86	54	1	9099
86	57	1	5305
86	58	1	5615
86	66	1	7450
86	67	1	9690
86	68	1	5428
86	75	1	6611
86	76	1	6222
86	77	1	7093
86	78	1	6479
86	79	1	3930
86	80	1	6695
86	86	1	6333
86	87	1	7343
86	89	1	4275
86	90	1	6480
86	91	1	4419
86	92	1	5891
86	93	1	6625
86	94	1	8485
86	95	1	6858
86	96	1	7142
86	97	1	7014
86	100	1	6026
86	101	1	4817
86	102	1	5843
86	103	1	8686
86	104	1	7073
86	107	1	6036
86	108	1	8390
86	109	1	7288
86	110	1	7381
86	111	1	6769
86	112	1	4849
86	120	1	5864
86	121	1	7255
86	122	1	6302
86	123	1	4822
86	124	1	6554
86	125	1	8091
86	130	1	7216
86	131	1	9696
86	132	1	7439
86	133	1	6068
86	136	1	6038
86	138	1	6778
86	143	1	6769
86	146	1	6506
86	147	1	8538
86	148	1	5330
86	149	1	9301
86	151	1	5493
86	156	1	9549
86	158	1	7690
86	159	1	5542
86	160	1	8440
86	164	1	7814
86	167	1	4882
86	171	1	5790
86	188	1	7359
87	21	1	6478
87	25	1	7661
87	30	1	6899
87	33	1	8778
87	39	1	3958
87	40	1	6508
87	42	1	4511
87	45	1	9353
87	46	1	5590
87	49	1	5524
87	50	1	7206
87	55	1	7895
87	56	1	7463
87	57	1	6734
87	58	1	8137
87	60	1	5062
87	61	1	7214
87	62	1	5901
87	63	1	8122
87	72	1	7266
87	77	1	8299
87	78	1	6484
87	79	1	6561
87	84	1	6384
87	91	1	5966
87	92	1	5544
87	93	1	6845
87	94	1	6185
87	100	1	4943
87	102	1	7346
87	105	1	6687
87	107	1	5399
87	108	1	7097
87	111	1	5784
87	114	1	8866
87	115	1	4464
87	117	1	6540
87	124	1	7963
87	126	1	7081
87	128	1	7258
87	129	1	7985
87	130	1	5876
87	132	1	7903
87	140	1	7481
87	142	1	7233
87	144	1	5209
87	149	1	5978
87	150	1	7563
87	156	1	6883
87	159	1	7392
87	164	1	6045
87	165	1	6046
87	168	1	5929
87	169	1	5183
87	170	1	5823
87	172	1	7848
87	176	1	8551
87	197	1	7135
88	23	1	6112
88	40	1	7655
88	41	1	6204
88	44	1	9797
88	47	1	4204
88	49	1	7004
88	50	1	6014
88	53	1	6844
88	55	1	7099
88	58	1	5683
88	61	1	8612
88	62	1	6079
88	66	1	5853
88	67	1	5032
88	69	1	5865
88	75	1	7356
88	77	1	5542
88	79	1	7781
88	80	1	6516
88	82	1	7152
88	83	1	6705
88	85	1	9380
88	87	1	7505
88	90	1	9197
88	93	1	8216
88	94	1	6493
88	95	1	6078
88	96	1	4778
88	98	1	6352
88	103	1	5394
88	104	1	10557
88	105	1	5217
88	107	1	8662
88	108	1	4864
88	111	1	6228
88	113	1	6472
88	115	1	5121
88	117	1	5686
88	118	1	8026
88	120	1	7695
88	122	1	6650
88	131	1	6328
88	133	1	5431
88	137	1	7929
88	141	1	9124
88	147	1	7736
88	153	1	6684
88	154	1	7834
88	157	1	6264
88	165	1	4915
88	170	1	6826
88	176	1	6951
88	177	1	8044
88	178	1	7298
88	180	1	5819
89	23	1	6677
89	29	1	7017
89	31	1	5539
89	33	1	6887
89	36	1	7873
89	44	1	6274
89	50	1	7212
89	65	1	7572
89	66	1	5419
89	67	1	5250
89	69	1	8154
89	72	1	7041
89	74	1	5767
89	75	1	7212
89	79	1	7006
89	82	1	5892
89	83	1	6393
89	84	1	6468
89	86	1	6595
89	87	1	6849
89	88	1	8055
89	89	1	4937
89	91	1	6165
89	93	1	6945
89	94	1	8449
89	97	1	5561
89	98	1	5399
89	99	1	6004
89	102	1	6173
89	103	1	8180
89	105	1	6883
89	108	1	5409
89	110	1	5929
89	116	1	5137
89	119	1	5546
89	124	1	6374
89	125	1	6330
89	126	1	5954
89	130	1	5630
89	133	1	5595
89	134	1	5624
89	138	1	6386
89	140	1	7576
89	141	1	8436
89	143	1	7672
89	145	1	7119
89	152	1	7652
89	161	1	6890
89	165	1	5598
89	168	1	6070
89	169	1	5144
89	170	1	4747
89	171	1	6208
89	176	1	5084
89	184	1	5483
90	23	1	5552
90	30	1	3975
90	38	1	8703
90	41	1	6329
90	49	1	8283
90	50	1	6772
90	51	1	6299
90	56	1	6061
90	58	1	5651
90	63	1	6998
90	65	1	5104
90	68	1	5937
90	69	1	7178
90	71	1	5554
90	74	1	6823
90	77	1	6452
90	79	1	6334
90	80	1	5995
90	81	1	5104
90	82	1	6541
90	83	1	6464
90	85	1	6175
90	86	1	6250
90	87	1	7931
90	88	1	6099
90	92	1	7262
90	97	1	6229
90	99	1	6879
90	100	1	6319
90	102	1	5152
90	105	1	6586
90	107	1	5886
90	110	1	7092
90	117	1	8147
90	118	1	6564
90	119	1	8125
90	121	1	6862
90	123	1	10700
90	124	1	6673
90	125	1	5919
90	126	1	6715
90	128	1	5954
90	129	1	7286
90	131	1	7203
90	133	1	8414
90	136	1	5264
90	143	1	6574
90	144	1	4547
90	145	1	8656
90	146	1	8567
90	147	1	8070
90	148	1	8021
90	149	1	6839
90	152	1	7410
90	153	1	7409
