s_coef,death_rate,adv_rate,push_prop,mut_rate,sample_diameter,vaf_cutoff,seed,diameter,genetic_cluster,value_enn,value_lsi,chindex,sackin_value,sackin_p_value,mean_internal,mean_terminal,inter_terminal_ratio,genetic_class_num,sample_num,sackin_value_normalised,smallest_genetic_ratio,cat1,cat2,n_cross_edges,n_cat1,n_cat2,n_samples,silhouette_mean
0,0.3,0,0.6,0.6,16,0,3,200,2,0,1.33,3.418397608,135,NA,44.18,241.2407407,0.183136563,2,27,-0.782913507,0.407407407,1,2,17,16,11,27,0.156739026
0,0.3,0,0.6,0.6,16,0,46,200,2,0,1.29,3.358683133,128,NA,44.28472222,240.6794872,0.183998739,2,26,-0.785762509,0.5,1,2,17,13,13,26,0.151918858
0,0.3,0,0.6,0.6,16,0,85,200,3,0,1.5,4.060637956,146,NA,51.22,247.5185185,0.206934012,3,27,-0.375506099,0.333333333,1,2,7,9,9,18,0.22990875
0,0.3,0,0.6,0.6,16,0,85,200,3,0,1.5,4.060637956,146,NA,51.22,247.5185185,0.206934012,3,27,-0.375506099,0.333333333,1,3,7,9,9,18,0.271540018
0,0.3,0,0.6,0.6,16,0,85,200,3,0,1.5,4.060637956,146,NA,51.22,247.5185185,0.206934012,3,27,-0.375506099,0.333333333,2,3,8,9,9,18,0.242176004
0.4,0.3,1.00E-06,1,0.6,16,0,102,200,2,0,1.4,3.742230529,91,NA,22.80208333,128.9259259,0.176861893,2,18,0.065339399,0.277777778,1,2,13,13,5,18,0.303151186
0,0.3,0,0.2,0.6,16,0,2,200,2,0,1.33,3.886570046,149,NA,43.04545455,268.4375,0.160355593,2,24,0.656416978,0.416666667,1,2,13,14,10,24,0.187460524
0.6,0.3,1.00E-06,1,0.6,16,0,4,200,2,0,1.28,3.738045181,66,NA,43.70833333,163.8571429,0.266746585,2,14,0.211161061,0.357142857,1,2,9,5,9,14,0.299414501
0,0.3,1.00E-06,1,0.6,16,0,85,200,3,0,1.62,3.555433113,147,NA,53.14492754,243.1066667,0.218607446,3,25,0.248083644,0.2,1,3,15,7,13,20,0.202747045
0,0.3,1.00E-06,1,0.6,16,0,85,200,3,0,1.62,3.555433113,147,NA,53.14492754,243.1066667,0.218607446,3,25,0.248083644,0.2,2,3,10,5,13,18,0.219016035
0.6,0.3,1.00E-06,1,0.6,16,0,200,200,2,0,1.45,2.484224072,99,NA,17.30208333,99.12037037,0.174556282,2,18,0.509783844,0.388888889,1,2,14,7,11,18,0.142072954
0.4,0.3,1.00E-06,1,0.6,16,0,168,200,2,0,1.38,3.391830437,130,NA,20.04545455,111.2916667,0.180116402,2,24,-0.135249689,0.375,1,2,15,9,15,24,0.173615327
0,0.3,0,0.2,0.6,16,0,14,200,4,0,1.71,2.954351725,125,NA,55.62121212,275.3055556,0.20203447,4,24,-0.343583022,0.166666667,1,2,5,4,6,10,0.308437762
0,0.3,0,0.2,0.6,16,0,14,200,4,0,1.71,2.954351725,125,NA,55.62121212,275.3055556,0.20203447,4,24,-0.343583022,0.166666667,1,4,5,4,6,10,0.279475668
0,0.3,0,0.2,0.6,16,0,14,200,4,0,1.71,2.954351725,125,NA,55.62121212,275.3055556,0.20203447,4,24,-0.343583022,0.166666667,2,3,7,6,8,14,0.196675457
0,0.3,0,0.2,0.6,16,0,14,200,4,0,1.71,2.954351725,125,NA,55.62121212,275.3055556,0.20203447,4,24,-0.343583022,0.166666667,2,4,1,6,6,12,0.2300178
0,0.3,0,0.2,0.6,16,0,14,200,4,0,1.71,2.954351725,125,NA,55.62121212,275.3055556,0.20203447,4,24,-0.343583022,0.166666667,3,4,7,8,6,14,0.209055941
0.2,0.3,1.00E-06,1,0.6,16,0,36,200,2,0,1.55,2.90182491,98,NA,40.75,228.9,0.178025339,2,20,-0.295479314,0.45,1,2,18,11,9,20,0.16239603
0,0.3,0,0.2,0.6,16,0,10,200,2,0,1.38,4.785083885,143,NA,51.34090909,266.4166667,0.192709074,2,24,0.406416978,0.458333333,1,2,14,13,11,24,0.235663884
0,0.3,0,0.2,0.6,16,0,1,200,3,0,1.54,3.36166967,122,NA,51.68181818,265.25,0.194841916,3,24,-0.468583022,0.25,1,2,8,8,10,18,0.188495939
0,0.3,0,0.2,0.6,16,0,1,200,3,0,1.54,3.36166967,122,NA,51.68181818,265.25,0.194841916,3,24,-0.468583022,0.25,1,3,6,8,6,14,0.265209815
0,0.3,0,0.2,0.6,16,0,1,200,3,0,1.54,3.36166967,122,NA,51.68181818,265.25,0.194841916,3,24,-0.468583022,0.25,2,3,7,10,6,16,0.245964155
0.4,0.3,1.00E-06,1,0.6,16,0,34,200,2,0,1.35,3.474364774,89,NA,36.58823529,201.3157895,0.181745483,2,19,-0.411268788,0.421052632,1,2,15,11,8,19,0.22197612
0,0.3,1.00E-06,1,0.6,16,0,96,200,2,0,1.42,3.75900525,121,NA,47.27272727,253.6666667,0.186357663,2,24,-0.510249689,0.375,1,2,14,15,9,24,0.187649333
0.4,0.3,1.00E-06,1,0.6,16,0,54,200,3,0,1.5,3.012668363,100,NA,21.72222222,119.5,0.181775918,3,20,-0.195479314,0.2,1,2,2,5,4,9,0.314374575
0.4,0.3,1.00E-06,1,0.6,16,0,54,200,3,0,1.5,3.012668363,100,NA,21.72222222,119.5,0.181775918,3,20,-0.195479314,0.2,1,3,8,5,11,16,0.22662697
0.4,0.3,1.00E-06,1,0.6,16,0,54,200,3,0,1.5,3.012668363,100,NA,21.72222222,119.5,0.181775918,3,20,-0.195479314,0.2,2,3,7,4,11,15,0.246027255
0.4,0.3,1.00E-06,1,0.6,16,0,65,200,2,0,1.35,2.797617538,105,NA,19.94444444,117.55,0.169667754,2,20,0.054520686,0.4,1,2,13,8,12,20,0.148588285
0.4,0.3,1.00E-06,1,0.6,16,0,171,200,2,0.21,1.35,2.018017009,67,NA,28.30769231,196.5,0.144059503,2,15,-0.16979132,0.133333333,1,2,6,13,2,15,0.2435385
0.4,0.3,1.00E-06,1,0.6,16,0,184,200,3,0,1.55,3.116613578,90,NA,51.23333333,224.4705882,0.228240741,3,17,0.415012602,0.176470588,1,2,6,3,9,12,0.353812949
0.4,0.3,1.00E-06,1,0.6,16,0,184,200,3,0,1.55,3.116613578,90,NA,51.23333333,224.4705882,0.228240741,3,17,0.415012602,0.176470588,1,3,2,3,5,8,0.245825179
0.4,0.3,1.00E-06,1,0.6,16,0,184,200,3,0,1.55,3.116613578,90,NA,51.23333333,224.4705882,0.228240741,3,17,0.415012602,0.176470588,2,3,9,9,5,14,0.294163101
0.6,0.3,1.00E-06,1,0.6,16,0,51,200,2,0,1.42,4.015756474,160,NA,42.97222222,241.275641,0.178104271,2,26,0.445006721,0.384615385,1,2,13,10,16,26,0.190839948
0.6,0.3,1.00E-06,1,0.6,16,0,24,200,2,0,1.42,3.420456212,142,NA,46.52272727,238.3541667,0.195183193,2,24,0.364750311,0.208333333,1,2,14,5,19,24,0.200371376
0,0.3,0,0.2,0.6,16,0,60,200,2,0,1.25,3.518294743,123,NA,52.22727273,276.0833333,0.189172132,2,24,-0.426916356,0.5,1,2,16,12,12,24,0.170748652
0,0.3,0,0,0.6,16,0,44,200,2,0,1.25,1.825886747,121,NA,261.1956522,1277.64,0.204436032,2,25,-0.791916356,0.16,1,2,12,4,21,25,0.113750676
0.4,0.3,1.00E-06,1,0.6,16,0,81,200,2,0,1.4,2.808797652,95,NA,28.78571429,170.875,0.168460654,2,16,1.176042014,0.1875,1,2,7,13,3,16,0.314091877
0,0.3,0,0.4,0.6,16,0,31,200,2,0,1.33,4.406138905,136,NA,43.79166667,240.0384615,0.182436041,2,26,-0.478070202,0.423076923,1,2,14,15,11,26,0.210596415
0,0.3,0,0,0.6,16,0,78,200,2,0,1.29,2.004946817,148,NA,233.8461538,1238.214286,0.18885758,2,28,-0.568627792,0.321428571,1,2,14,9,19,28,0.068344379
0.6,0.3,1.00E-06,1,0.6,16,0,35,200,2,0,1.29,2.690786801,135,NA,37.22727273,228.6666667,0.162801484,2,24,0.073083644,0.166666667,1,2,10,4,20,24,0.183239201
0,0.3,0,0,0.6,16,0,9,200,3,0.13,1.54,1.853915973,136,NA,273.4791667,1228.980769,0.22252518,3,26,-0.478070202,0.153846154,1,2,3,9,4,13,0.128994055
0,0.3,0,0,0.6,16,0,9,200,3,0.13,1.54,1.853915973,136,NA,273.4791667,1228.980769,0.22252518,3,26,-0.478070202,0.153846154,1,3,13,9,13,22,0.07106169
0,0.3,0,0,0.6,16,0,9,200,3,0.13,1.54,1.853915973,136,NA,273.4791667,1228.980769,0.22252518,3,26,-0.478070202,0.153846154,2,3,11,4,13,17,0.125748158
0.6,0.3,1.00E-06,1,0.6,16,0,145,200,2,0,1.38,3.94905519,135,NA,17.15909091,89.02083333,0.192753654,2,24,0.073083644,0.458333333,1,2,16,11,13,24,0.191202326
0,0.3,0,0.5,0.6,16,0,56,200,2,0,1.42,3.038986133,163,NA,38.20138889,239.9102564,0.159231996,2,26,0.560391337,0.461538462,1,2,19,14,12,26,0.135083821
0,0.3,0,0.4,0.6,16,0,82,200,2,0,1.29,3.681701588,130,NA,50.23913043,230.36,0.218089644,2,25,-0.431916356,0.32,1,2,14,17,8,25,0.188584907
0,0.3,0,0.6,0.6,16,0,27,200,2,0,1.33,3.845262325,140,NA,44.47222222,242.8076923,0.18315821,2,26,-0.324224048,0.461538462,1,2,17,14,12,26,0.174563477
0,0.3,0,0.8,0.6,16,0,60,200,2,0,1.33,3.735305832,125,NA,44.28030303,242.1875,0.1828348,2,24,-0.343583022,0.416666667,1,2,15,10,14,24,0.186412879
0,0.3,0,0.2,0.6,16,0,67,200,2,0,1.42,4.27701739,124,NA,55.20454545,255.4583333,0.216099999,2,24,-0.385249689,0.416666667,1,2,13,14,10,24,0.217637074
0,0.3,0,0.2,0.6,16,0,3,200,2,0,1.33,3.296655193,120,NA,41.56060606,272.125,0.152726159,2,24,-0.551916356,0.375,1,2,14,9,15,24,0.158593961
0.2,0.3,1.00E-06,1,0.6,16,0,38,200,2,0,1.38,5.843410684,157,NA,52.91666667,232.0769231,0.228013479,2,26,0.329622106,0.346153846,1,2,16,9,17,26,0.284665768
0,0.3,0,0.5,0.6,16,0,70,200,2,0,1.33,3.346043026,146,NA,56.82608696,231.96,0.244982268,2,25,0.208083644,0.36,1,2,14,16,9,25,0.152013506
0,0.3,0,0,0.6,16,0,92,200,2,0,1.29,2.144214692,114,NA,268.7272727,1202.916667,0.223396417,2,24,-0.801916356,0.416666667,1,2,15,14,10,24,0.092659885
0.4,0.3,1.00E-06,1,0.6,16,0,127,200,2,0,1.33,3.264499219,123,NA,43.90151515,239.7986111,0.183076603,2,24,-0.426916356,0.291666667,1,2,13,7,17,24,0.186190885
0,0.3,0,0.2,0.6,16,0,69,200,2,0,1.25,3.724648043,121,NA,44.92424242,276.3402778,0.162568565,2,24,-0.510249689,0.5,1,2,16,12,12,24,0.184194028
0.2,0.3,1.00E-06,1,0.6,16,0,23,200,2,0,1.25,3.845088788,130,NA,50.05555556,225.4102564,0.222064232,2,26,-0.708839432,0.461538462,1,2,16,12,14,26,0.176224015
0.4,0.3,1.00E-06,1,0.6,16,0,43,200,2,0,1.5,2.990433772,149,NA,39.15972222,231.775641,0.168955297,2,26,0.021929798,0.423076923,1,2,20,11,15,26,0.136488126
0.6,0.3,1.00E-06,1,0.6,16,0,17,200,2,0,1.4,3.188153837,96,NA,16.70588235,96.44736842,0.173212423,2,19,-0.042847735,0.473684211,1,2,12,10,9,19,0.18517823
0,0.3,0,0,0.6,16,0,70,200,4,0,1.71,1.866242519,147,NA,248.9423077,1240.875,0.20061836,4,28,-0.604342078,0.071428571,1,2,4,2,5,7,0.258502351
0,0.3,0,0,0.6,16,0,70,200,4,0,1.71,1.866242519,147,NA,248.9423077,1240.875,0.20061836,4,28,-0.604342078,0.071428571,1,4,5,2,16,18,0.159666825
0,0.3,0,0,0.6,16,0,70,200,4,0,1.71,1.866242519,147,NA,248.9423077,1240.875,0.20061836,4,28,-0.604342078,0.071428571,2,3,1,5,5,10,0.193295266
0,0.3,0,0,0.6,16,0,70,200,4,0,1.71,1.866242519,147,NA,248.9423077,1240.875,0.20061836,4,28,-0.604342078,0.071428571,2,4,9,5,16,21,0.064071846
0,0.3,0,0,0.6,16,0,70,200,4,0,1.71,1.866242519,147,NA,248.9423077,1240.875,0.20061836,4,28,-0.604342078,0.071428571,3,4,15,5,16,21,0.061991095
0.2,0.3,1.00E-06,1,0.6,16,0,87,200,2,0,1.38,3.221336221,132,NA,42.57638889,237.4294872,0.179322246,2,26,-0.631916356,0.461538462,1,2,16,12,14,26,0.142732893
0,0.3,0,0,0.6,16,0,84,200,2,0,1.25,2.16805758,126,NA,270.3125,1236.711538,0.218573606,2,26,-0.862685586,0.115384615,1,2,11,3,23,26,0.174102932
0.2,0.3,1.00E-06,1,0.6,16,0,56,200,2,0,1.27,3.827791449,122,NA,42.3,218.9090909,0.193230897,2,22,0.163828045,0.363636364,1,2,13,8,14,22,0.18917394
0.4,0.3,1.00E-06,1,0.6,16,0,42,200,2,0,1.25,2.500581467,107,NA,27.30555556,180.7,0.151109881,2,20,0.154520686,0.2,1,2,11,4,16,20,0.200330931
0,0.3,0,0.8,0.6,16,0,25,200,2,0,1.33,3.994691826,122,NA,45.45454545,236.4166667,0.192264556,2,24,-0.468583022,0.333333333,1,2,15,8,16,24,0.215519705
0.6,0.3,1.00E-06,1,0.6,16,0,198,200,2,0,1.38,3.264406086,140,NA,39.75,235.6923077,0.168652089,2,26,-0.324224048,0.423076923,1,2,17,11,15,26,0.145607317
0,0.3,0,0.4,0.6,16,0,41,200,2,0,1.42,3.405493362,136,NA,41.83333333,233.6538462,0.179039781,2,26,-0.478070202,0.269230769,1,2,14,19,7,26,0.164623129
0,0.3,1.00E-06,1,0.6,16,0,28,200,2,0,1.33,3.563711347,138,NA,46.97916667,233.4038462,0.20127846,2,26,-0.401147125,0.423076923,1,2,17,11,15,26,0.163139818
0,0.3,0,0,0.6,16,0,48,200,2,0,1.25,1.876000449,163,NA,228.0933333,1301.395062,0.175268326,2,27,0.254123531,0.111111111,1,2,11,3,24,27,0.10775106
0.2,0.3,1.00E-06,1,0.6,16,0,60,200,2,0,1.38,3.405598044,131,NA,53.93181818,246.125,0.21912369,2,24,-0.093583022,0.416666667,1,2,15,10,14,24,0.172563677
0.6,0.3,1.00E-06,1,0.6,16,0,59,200,2,0,1.33,3.313284059,143,NA,42.33333333,238.7569444,0.177307234,2,24,0.406416978,0.5,1,2,15,12,12,24,0.159234655
0.4,0.3,1.00E-06,1,0.6,16,0,52,200,2,0,1.45,3.802058266,99,NA,23.38888889,121.9,0.191869474,2,20,-0.245479314,0.45,1,2,17,11,9,20,0.220132077
0,0.3,0,0.6,0.6,16,0,78,200,2,0,1.33,4.079391104,165,NA,49.14666667,235.7530864,0.208466695,2,27,0.328197605,0.481481481,1,2,16,13,14,27,0.182416012
0,0.3,0,0.2,0.6,16,0,88,200,2,0,1.38,3.084384914,124,NA,44.79545455,262.1666667,0.170866324,2,24,-0.385249689,0.25,1,2,13,18,6,24,0.160801916
0.6,0.3,1.00E-06,1,0.6,16,0,29,200,2,0,1.3,3.529871904,66,NA,21.34615385,115.1,0.185457462,2,15,-0.236457986,0.266666667,1,2,10,4,11,15,0.33799829
0.4,0.3,1.00E-06,1,0.6,16,0,139,200,2,0.28,1.55,2.745339595,101,NA,37.75,220.85,0.170930496,2,20,-0.145479314,0.45,1,2,21,11,9,20,0.147590997
0,0.3,0,0.8,0.6,16,0,21,200,3,0,1.58,2.639376816,134,NA,40.1875,234.5192308,0.171361214,3,26,-0.554993279,0.230769231,1,2,7,11,9,20,0.149196035
0,0.3,0,0.8,0.6,16,0,21,200,3,0,1.58,2.639376816,134,NA,40.1875,234.5192308,0.171361214,3,26,-0.554993279,0.230769231,1,3,7,11,6,17,0.162347244
0,0.3,0,0.8,0.6,16,0,21,200,3,0,1.58,2.639376816,134,NA,40.1875,234.5192308,0.171361214,3,26,-0.554993279,0.230769231,2,3,9,9,6,15,0.161609973
0.4,0.3,1.00E-06,1,0.6,16,0,193,200,2,0,1.35,2.711519327,77,NA,36.78571429,196.28125,0.187413287,2,16,0.051042014,0.3125,1,2,12,5,11,16,0.231020624
0.4,0.3,1.00E-06,1,0.6,16,0,55,200,2,0,1.38,3.131483716,131,NA,44.13888889,244.5641026,0.180479835,2,26,-0.670377894,0.461538462,1,2,14,12,14,26,0.135799965
0.6,0.3,1.00E-06,1,0.6,16,0,132,200,2,0,1.35,4.375427057,118,NA,17.27777778,98.025,0.176258891,2,20,0.704520686,0.45,1,2,14,9,11,20,0.250872336
0.6,0.3,1.00E-06,1,0.6,16,0,71,200,2,0,1.29,3.583944363,122,NA,44.45454545,228,0.194976077,2,24,-0.468583022,0.333333333,1,2,14,16,8,24,0.199312153
0,0.3,0,0.8,0.6,16,0,57,200,2,0,1.38,3.927833501,130,NA,58.58333333,223.3076923,0.262343553,2,26,-0.708839432,0.423076923,1,2,17,15,11,26,0.183057614
0.4,0.3,1.00E-06,1,0.6,16,0,5,200,2,0,1.38,4.507318179,132,NA,48.47222222,246.275641,0.196821017,2,26,-0.631916356,0.5,1,2,14,13,13,26,0.211852367
0,0.3,1.00E-06,1,0.6,16,0,3,200,2,0,1.33,3.257687715,130,NA,43.22916667,235,0.183953901,2,26,-0.708839432,0.423076923,1,2,14,11,15,26,0.150624785
0.6,0.3,1.00E-06,1,0.6,16,0,137,200,2,0,1.28,4.163864207,93,NA,26.9,139.1764706,0.193279797,2,17,0.59148319,0.176470588,1,2,8,3,14,17,0.443203573
0,0.3,0,0.2,0.6,16,0,46,200,3,0,1.54,2.781817178,121,NA,45.97727273,274,0.167800265,3,24,-0.510249689,0.208333333,1,2,8,5,10,15,0.196846794
0,0.3,0,0.2,0.6,16,0,46,200,3,0,1.54,2.781817178,121,NA,45.97727273,274,0.167800265,3,24,-0.510249689,0.208333333,1,3,7,5,9,14,0.213231682
0,0.3,0,0.2,0.6,16,0,46,200,3,0,1.54,2.781817178,121,NA,45.97727273,274,0.167800265,3,24,-0.510249689,0.208333333,2,3,7,10,9,19,0.157363827
0,0.3,1.00E-06,1,0.6,16,0,29,200,2,0,1.29,3.895159368,143,NA,40.22727273,211.4166667,0.190274841,2,24,0.406416978,0.208333333,1,2,11,5,19,24,0.251694528
0.6,0.3,1.00E-06,1,0.6,16,0,42,200,2,0,1.35,3.601077403,103,NA,20.30392157,103.7807018,0.195642554,2,19,0.325573317,0.315789474,1,2,11,6,13,19,0.231495208
0,0.3,0,0.2,0.6,16,0,54,200,2,0,1.25,3.551429858,138,NA,47.45833333,247.3846154,0.191840278,2,26,-0.401147125,0.307692308,1,2,15,8,18,26,0.173910606
0.6,0.3,1.00E-06,1,0.6,16,0,11,200,2,0,1.25,3.209374496,147,NA,40.85416667,237.0769231,0.172324519,2,26,-0.054993279,0.230769231,1,2,12,6,20,26,0.179506197
0.2,0.3,1.00E-06,1,0.6,16,0,52,200,2,0,1.25,3.08216486,127,NA,49.5,252.6875,0.195894138,2,24,-0.260249689,0.5,1,2,16,12,12,24,0.145565769
0,0.3,1.00E-06,1,0.6,16,0,69,200,2,0,1.25,3.774015366,123,NA,44.18181818,239.7291667,0.184298885,2,24,-0.426916356,0.5,1,2,16,12,12,24,0.186162731
0,0.3,0,0.2,0.6,16,0,62,200,2,0,1.25,3.453207578,116,NA,71.65909091,276.375,0.259282102,2,24,-0.718583022,0.5,1,2,16,12,12,24,0.168781893
0,0.3,0,0.5,0.6,16,0,44,200,3,0,1.42,3.369496529,132,NA,44.625,222.3269231,0.200717931,3,26,-0.631916356,0.307692308,1,2,7,8,8,16,0.219820546
0,0.3,0,0.5,0.6,16,0,44,200,3,0,1.42,3.369496529,132,NA,44.625,222.3269231,0.200717931,3,26,-0.631916356,0.307692308,1,3,8,8,10,18,0.225962123
0,0.3,0,0.5,0.6,16,0,44,200,3,0,1.42,3.369496529,132,NA,44.625,222.3269231,0.200717931,3,26,-0.631916356,0.307692308,2,3,7,8,10,18,0.193216851
0,0.3,0,0.8,0.6,16,0,96,200,2,0,1.38,3.078473767,123,NA,53.23913043,249.4,0.213468847,2,25,-0.711916356,0.32,1,2,15,17,8,25,0.151275747
0,0.3,0,0.2,0.6,16,0,68,200,2,0,1.42,4.362679154,131,NA,57.52272727,255.1041667,0.225487212,2,24,-0.093583022,0.458333333,1,2,15,11,13,24,0.211370414
0,0.3,0,0.5,0.6,16,0,91,200,3,0,1.58,2.932594545,131,NA,40.65151515,242.125,0.167894745,3,24,-0.093583022,0.166666667,1,2,7,4,10,14,0.3006511
0,0.3,0,0.5,0.6,16,0,91,200,3,0,1.58,2.932594545,131,NA,40.65151515,242.125,0.167894745,3,24,-0.093583022,0.166666667,1,3,3,4,10,14,0.208734785
0,0.3,0,0.5,0.6,16,0,91,200,3,0,1.58,2.932594545,131,NA,40.65151515,242.125,0.167894745,3,24,-0.093583022,0.166666667,2,3,13,10,10,20,0.139965052
0,0.3,0,0.5,0.6,16,0,54,200,2,0,1.38,3.858541893,136,NA,43.58333333,213.4038462,0.204229371,2,26,-0.478070202,0.5,1,2,15,13,13,26,0.175799607
0,0.3,0,0.4,0.6,16,0,50,200,2,0,1.38,4.411420084,157,NA,43.02083333,236.8653846,0.181625666,2,26,0.329622106,0.461538462,1,2,14,12,14,26,0.204214927
0.4,0.3,1.00E-06,1,0.6,16,0,67,200,2,0,1.33,3.211928181,135,NA,42.23913043,237.06,0.17817907,2,25,-0.231916356,0.32,1,2,15,17,8,25,0.16447758
0.4,0.3,1.00E-06,1,0.6,16,0,149,200,2,0,1.35,4.952928763,114,NA,40.97222222,162.675,0.251865512,2,20,0.504520686,0.25,1,2,10,5,15,20,0.348666925
0.6,0.3,1.00E-06,1,0.6,16,0,8,200,2,0,1.29,4.102795232,140,NA,18.45454545,92.625,0.199239357,2,24,0.281416978,0.333333333,1,2,14,8,16,24,0.204521949
0.4,0.3,1.00E-06,1,0.6,16,0,70,200,2,0,1.33,4.191531337,125,NA,46.56818182,239.3333333,0.194574576,2,24,-0.343583022,0.416666667,1,2,13,10,14,24,0.204679119
0.4,0.3,1.00E-06,1,0.6,16,0,161,200,2,0,1.4,2.570122477,115,NA,26.41666667,150.275,0.175788832,2,20,0.554520686,0.25,1,2,13,15,5,20,0.218134956
0.6,0.3,1.00E-06,1,0.6,16,0,123,200,2,0,1.46,2.457731408,155,NA,38.86363636,246.9166667,0.15739576,2,24,0.906416978,0.416666667,1,2,17,10,14,24,0.104898189
0.6,0.3,1.00E-06,1,0.6,16,0,127,200,2,0,1.22,3.84781169,72,NA,35,146.6875,0.238602471,2,16,-0.261457986,0.1875,1,2,8,3,13,16,0.411651355
0,0.3,0,0.8,0.6,16,0,67,200,2,0,1.42,3.563254394,115,NA,45.72727273,229.5,0.199247376,2,24,-0.760249689,0.375,1,2,14,15,9,24,0.189181249
0.6,0.3,1.00E-06,1,0.6,16,0,178,200,3,0,1.55,2.071495796,112,NA,14.69607843,97.14035088,0.151287063,3,19,0.799257528,0.210526316,1,2,5,7,4,11,0.159697974
0.6,0.3,1.00E-06,1,0.6,16,0,178,200,3,0,1.55,2.071495796,112,NA,14.69607843,97.14035088,0.151287063,3,19,0.799257528,0.210526316,1,3,10,7,8,15,0.133109255
0.6,0.3,1.00E-06,1,0.6,16,0,178,200,3,0,1.55,2.071495796,112,NA,14.69607843,97.14035088,0.151287063,3,19,0.799257528,0.210526316,2,3,5,4,8,12,0.151119876
0,0.3,0,0,0.6,16,0,38,200,4,0,1.62,1.90734127,136,NA,273.88,1191.851852,0.229793661,4,27,-0.745876469,0.074074074,1,2,4,3,3,6,0.284739808
0,0.3,0,0,0.6,16,0,38,200,4,0,1.62,1.90734127,136,NA,273.88,1191.851852,0.229793661,4,27,-0.745876469,0.074074074,1,4,6,3,19,22,0.11190396
0,0.3,0,0,0.6,16,0,38,200,4,0,1.62,1.90734127,136,NA,273.88,1191.851852,0.229793661,4,27,-0.745876469,0.074074074,2,4,7,3,19,22,0.112966428
0,0.3,0,0,0.6,16,0,38,200,4,0,1.62,1.90734127,136,NA,273.88,1191.851852,0.229793661,4,27,-0.745876469,0.074074074,3,4,9,2,19,21,0.157877139
0.2,0.3,1.00E-06,1,0.6,16,0,92,200,2,0,1.38,3.55369212,130,NA,48.16666667,244.3653846,0.197109205,2,26,-0.708839432,0.423076923,1,2,17,15,11,26,0.159946812
0,0.3,0,0.5,0.6,16,0,6,200,2,0,1.42,3.843582257,143,NA,47.85416667,243.3461538,0.196650598,2,26,-0.208839432,0.307692308,1,2,16,8,18,26,0.19102374
0,0.3,0,0,0.6,16,0,29,200,2,0,1.29,2.05058348,114,NA,267.4393939,1243.833333,0.215012242,2,24,-0.801916356,0.416666667,1,2,15,10,14,24,0.079570865
0.6,0.3,1.00E-06,1,0.6,16,0,94,200,2,0,1.45,2.774917848,108,NA,16.82291667,102.0462963,0.16485573,2,18,1.009783844,0.333333333,1,2,13,12,6,18,0.191633877
0,0.3,0,0.4,0.6,16,0,27,200,2,0,1.29,3.728025426,140,NA,46.83333333,249.6730769,0.187578628,2,26,-0.324224048,0.423076923,1,2,16,11,15,26,0.168539963
0.2,0.3,1.00E-06,1,0.6,16,0,98,200,2,0,1.33,3.066018162,125,NA,45.29545455,227.8333333,0.198809603,2,24,-0.343583022,0.333333333,1,2,15,16,8,24,0.154460655
0,0.3,0,0.2,0.6,16,0,76,200,2,0,1.38,4.368421053,124,NA,51.68181818,270.125,0.191325565,2,24,-0.385249689,0.5,1,2,14,12,12,24,0.21555018
0,0.3,0,0.4,0.6,16,0,38,200,2,0,1.38,4.799442834,133,NA,43.60869565,238.04,0.183199024,2,25,-0.311916356,0.48,1,2,14,12,13,25,0.229466101
0,0.3,0,0.8,0.6,16,0,56,200,2,0,1.33,3.756427508,131,NA,39.34848485,231.2430556,0.17016072,2,24,-0.093583022,0.375,1,2,14,15,9,24,0.186340339
0.6,0.3,1.00E-06,1,0.6,16,0,12,200,2,0,1.45,3.365086927,96,NA,17.5,104.8333333,0.166931638,2,18,0.343117177,0.444444444,1,2,14,8,10,18,0.201790303
0,0.3,1.00E-06,1,0.6,16,0,89,200,2,0,1.38,4.227540193,133,NA,41.91304348,232.92,0.179946091,2,25,-0.311916356,0.48,1,2,14,13,12,25,0.2025009
0.6,0.3,1.00E-06,1,0.6,16,0,147,200,2,0,1.32,4.092615894,107,NA,18.56140351,101.3968254,0.183057048,2,21,-0.195479314,0.476190476,1,2,13,10,11,21,0.22163891
0.4,0.3,1.00E-06,1,0.6,16,0,166,200,2,0,1.33,4.682384198,137,NA,46.64583333,250.6923077,0.186068068,2,26,-0.439608663,0.423076923,1,2,14,15,11,26,0.218983561
0,0.3,0,0.2,0.6,16,0,27,200,2,0,1.29,3.140999536,121,NA,54.18181818,274.5833333,0.197323769,2,24,-0.510249689,0.416666667,1,2,15,10,14,24,0.145175765
0.4,0.3,1.00E-06,1,0.6,16,0,170,200,2,0,1.25,3.120223366,90,NA,26.17647059,128.2105263,0.204167874,2,19,-0.358637209,0.210526316,1,2,9,15,4,19,0.237154377
0.6,0.3,1.00E-06,1,0.6,16,0,7,200,2,0,1.45,4.591505408,122,NA,20.08333333,87.325,0.229983777,2,20,0.904520686,0.4,1,2,16,8,12,20,0.267392128
0,0.3,0,0,0.6,16,0,74,200,2,0,1.33,2.181930522,114,NA,243.9090909,1252.833333,0.194685984,2,24,-0.801916356,0.416666667,1,2,13,14,10,24,0.091664154
0,0.3,0,0,0.6,16,0,45,200,2,0,1.25,2.017046875,132,NA,250.0138889,1216.987179,0.205436748,2,26,-0.631916356,0.115384615,1,2,10,3,23,26,0.135852809
