s_coef,death_rate,adv_rate,push_prop,mut_rate,sample_diameter,vaf_cutoff,seed,diameter,genetic_cluster,value_enn,value_lsi,chindex,sackin_value,sackin_p_value,mean_internal,mean_terminal,inter_terminal_ratio,genetic_class_num,sample_num,sackin_value_normalised,smallest_genetic_ratio,cat1,cat2,n_cross_edges,n_cat1,n_cat2,n_samples,silhouette_mean
0,0.3,0,0.4,0.6,16,0,4,200,2,0,1.33,4.477486625,145,NA,39.70833333,236.0384615,0.168228233,2,26,-0.131916356,0.269230769,1,2,14,7,19,26,0.226028375
0.4,0.3,1.00E-06,1,0.6,16,0,192,200,2,0,1.38,4.054075712,134,NA,46.80434783,226.08,0.207025601,2,25,-0.271916356,0.36,1,2,17,16,9,25,0.220590254
0,0.3,0,0.4,0.6,16,0,75,200,2,0,1.33,4.010268984,128,NA,40.84782609,232.88,0.175402895,2,25,-0.511916356,0.48,1,2,15,13,12,25,0.191482589
0,0.3,0,0,0.6,16,0,8,200,3,0,1.58,1.953851095,132,NA,270.5138889,1282.294872,0.210960751,3,26,-0.631916356,0.076923077,1,3,9,2,19,21,0.177980855
0,0.3,0,0,0.6,16,0,8,200,3,0,1.58,1.953851095,132,NA,270.5138889,1282.294872,0.210960751,3,26,-0.631916356,0.076923077,2,3,14,5,19,24,0.092565665
0.4,0.3,1.00E-06,1,0.6,16,0,99,200,2,0,1.38,4.116195596,134,NA,53.83333333,255.1923077,0.210952022,2,26,-0.554993279,0.346153846,1,2,15,9,17,26,0.202575387
0.6,0.3,1.00E-06,1,0.6,16,0,36,200,2,0,1.33,5.429166636,146,NA,18.31746032,89.88405797,0.203789868,2,23,0.879243065,0.391304348,1,2,16,14,9,23,0.271995933
0,0.3,0,0.8,0.6,16,0,95,200,2,0,1.38,3.077648613,134,NA,42.47727273,236.6875,0.179465636,2,24,0.031416978,0.375,1,2,15,9,15,24,0.150927371
0.4,0.3,1.00E-06,1,0.6,16,0,137,200,2,0,1.38,3.510350889,111,NA,44.64285714,221,0.202003878,2,23,-0.642496066,0.391304348,1,2,14,14,9,23,0.163721866
0.2,0.3,1.00E-06,1,0.6,16,0,46,200,2,0,1.35,3.178216545,92,NA,38.27777778,241.8,0.158303465,2,20,-0.595479314,0.4,1,2,12,12,8,20,0.181434691
0.6,0.3,1.00E-06,1,0.6,16,0,101,200,2,0,1.38,3.094605681,130,NA,38.27272727,235.0833333,0.162804937,2,24,-0.135249689,0.291666667,1,2,15,7,17,24,0.153549791
0,0.3,0,0.5,0.6,16,0,57,200,2,0,1.42,3.563013978,138,NA,51.6875,232.5384615,0.222275058,2,26,-0.401147125,0.307692308,1,2,17,8,18,26,0.160552005
0,0.3,0,0.2,0.6,16,0,21,200,2,0,1.38,2.893590071,116,NA,46.99242424,265.5902778,0.176935785,2,24,-0.718583022,0.5,1,2,14,12,12,24,0.135253709
0,0.3,0,0.2,0.6,16,0,65,200,3,0,1.5,3.419922729,118,NA,67.36363636,273.1666667,0.246602696,3,24,-0.635249689,0.25,1,2,7,6,10,16,0.22702526
0,0.3,0,0.2,0.6,16,0,65,200,3,0,1.5,3.419922729,118,NA,67.36363636,273.1666667,0.246602696,3,24,-0.635249689,0.25,1,3,6,6,8,14,0.243161459
0,0.3,0,0.2,0.6,16,0,65,200,3,0,1.5,3.419922729,118,NA,67.36363636,273.1666667,0.246602696,3,24,-0.635249689,0.25,2,3,8,10,8,18,0.231941715
0.6,0.3,1.00E-06,1,0.6,16,0,194,200,2,0,1.25,3.848762603,68,NA,26.76923077,142.6666667,0.187634795,2,15,-0.103124653,0.2,1,2,8,3,12,15,0.41664272
0,0.3,0,0,0.6,16,0,42,200,4,0,1.58,1.609768393,122,NA,226.1363636,1293.958333,0.17476325,4,24,-0.468583022,0.083333333,1,2,4,2,2,4,0.340358884
0,0.3,0,0,0.6,16,0,42,200,4,0,1.58,1.609768393,122,NA,226.1363636,1293.958333,0.17476325,4,24,-0.468583022,0.083333333,1,3,4,2,8,10,0.151112783
0,0.3,0,0,0.6,16,0,42,200,4,0,1.58,1.609768393,122,NA,226.1363636,1293.958333,0.17476325,4,24,-0.468583022,0.083333333,1,4,1,2,12,14,0.125252725
0,0.3,0,0,0.6,16,0,42,200,4,0,1.58,1.609768393,122,NA,226.1363636,1293.958333,0.17476325,4,24,-0.468583022,0.083333333,2,3,1,2,8,10,0.152923801
0,0.3,0,0,0.6,16,0,42,200,4,0,1.58,1.609768393,122,NA,226.1363636,1293.958333,0.17476325,4,24,-0.468583022,0.083333333,2,4,4,2,12,14,0.130227727
0,0.3,0,0,0.6,16,0,42,200,4,0,1.58,1.609768393,122,NA,226.1363636,1293.958333,0.17476325,4,24,-0.468583022,0.083333333,3,4,9,8,12,20,0.05636839
0,0.3,0,0.4,0.6,16,0,8,200,3,0,1.46,3.458396694,138,NA,50.13194444,233.4935897,0.214703729,3,26,-0.401147125,0.192307692,1,2,8,12,5,17,0.247006644
0,0.3,0,0.4,0.6,16,0,8,200,3,0,1.46,3.458396694,138,NA,50.13194444,233.4935897,0.214703729,3,26,-0.401147125,0.192307692,1,3,12,12,9,21,0.169309471
0,0.3,0,0.4,0.6,16,0,8,200,3,0,1.46,3.458396694,138,NA,50.13194444,233.4935897,0.214703729,3,26,-0.401147125,0.192307692,2,3,3,5,9,14,0.303755985
0,0.3,0,0.8,0.6,16,0,31,200,2,0,1.33,4.132445339,134,NA,43.35416667,240.2884615,0.180425504,2,26,-0.554993279,0.461538462,1,2,13,14,12,26,0.193800813
0.4,0.3,1.00E-06,1,0.6,16,0,68,200,2,0,1.33,4.872841268,150,NA,46.5625,234.5,0.198560768,2,26,0.060391337,0.423076923,1,2,14,15,11,26,0.226825001
0,0.3,0,0.6,0.6,16,0,73,200,2,0,1.42,4.980042156,154,NA,54.375,246.5384615,0.220553822,2,26,0.214237491,0.307692308,1,2,16,8,18,26,0.24770808
0,0.3,1.00E-06,1,0.6,16,0,21,200,2,0,1.71,2.876737434,133,NA,42.08333333,235.0384615,0.17904871,2,26,-0.593454817,0.346153846,1,2,26,9,17,26,0.132979086
0,0.3,1.00E-06,1,0.6,16,0,56,200,2,0,1.38,3.386803011,127,NA,34.63043478,237.44,0.145849203,2,25,-0.551916356,0.44,1,2,14,14,11,25,0.159544017
0.4,0.3,1.00E-06,1,0.6,16,0,64,200,2,0,1.4,3.834711029,81,NA,45.0625,196.9444444,0.228808181,2,18,-0.490216156,0.5,1,2,14,9,9,18,0.238225989
0,0.3,0,0.8,0.6,16,0,19,200,2,0,1.42,4.968735356,127,NA,47.56818182,231.0625,0.205867165,2,24,-0.260249689,0.416666667,1,2,13,14,10,24,0.247940036
0.4,0.3,1.00E-06,1,0.6,16,0,195,200,2,0,1.33,3.896009009,140,NA,39.625,253.8076923,0.15612214,2,26,-0.324224048,0.346153846,1,2,16,9,17,26,0.188979122
0,0.3,0,0.4,0.6,16,0,11,200,2,0,1.33,2.842541981,127,NA,38.73913043,234.62,0.165114357,2,25,-0.551916356,0.28,1,2,15,7,18,25,0.143578349
0.2,0.3,1.00E-06,1,0.6,16,0,2,200,2,0,1.45,3.796723525,117,NA,43.92156863,206.4912281,0.212704283,2,19,1.062415423,0.473684211,1,2,16,9,10,19,0.221669461
0,0.3,0,0,0.6,16,0,63,200,2,0,1.25,2.025987671,116,NA,277.9242424,1261.5,0.220312519,2,24,-0.718583022,0.25,1,2,15,18,6,24,0.082889324
0,0.3,0,0.2,0.6,16,0,61,200,2,0,1.29,3.768421575,131,NA,59.29861111,258.4935897,0.229400703,2,26,-0.670377894,0.384615385,1,2,15,10,16,26,0.178644325
0,0.3,0,0,0.6,16,0,21,200,4,0,1.75,1.819922459,138,NA,234.52,1291.388889,0.181602925,4,27,-0.671802395,0.111111111,1,4,10,4,17,21,0.099807149
0,0.3,0,0,0.6,16,0,21,200,4,0,1.75,1.819922459,138,NA,234.52,1291.388889,0.181602925,4,27,-0.671802395,0.111111111,2,3,2,3,3,6,0.273602521
0,0.3,0,0,0.6,16,0,21,200,4,0,1.75,1.819922459,138,NA,234.52,1291.388889,0.181602925,4,27,-0.671802395,0.111111111,2,4,9,3,17,20,0.116832895
0,0.3,0,0,0.6,16,0,21,200,4,0,1.75,1.819922459,138,NA,234.52,1291.388889,0.181602925,4,27,-0.671802395,0.111111111,3,4,9,3,17,20,0.095596782
0,0.3,0,0.5,0.6,16,0,78,200,2,0,1.38,3.121943093,140,NA,45.75,241.5384615,0.189410828,2,26,-0.324224048,0.461538462,1,2,17,12,14,26,0.138486647
0.4,0.3,1.00E-06,1,0.6,16,0,104,200,2,0,1.29,2.903223501,124,NA,34.78787879,231.9444444,0.149983669,2,24,-0.385249689,0.25,1,2,12,18,6,24,0.156632803
0,0.3,0,0,0.6,16,0,24,200,3,0,1.5,1.813754888,134,NA,279.7424242,1310.375,0.213482724,3,24,0.031416978,0.083333333,1,3,9,2,16,18,0.18248831
0,0.3,0,0,0.6,16,0,24,200,3,0,1.5,1.813754888,134,NA,279.7424242,1310.375,0.213482724,3,24,0.031416978,0.083333333,2,3,15,6,16,22,0.090032867
0,0.3,0,0,0.6,16,0,64,200,2,0,1.38,2.183146067,120,NA,286.2424242,1289,0.222065496,2,24,-0.551916356,0.5,1,2,14,12,12,24,0.088878304
0,0.3,0,0.4,0.6,16,0,49,200,2,0,1.33,3.431453827,147,NA,45.19565217,241.1,0.187456044,2,25,0.248083644,0.44,1,2,15,11,14,25,0.158261719
0.4,0.3,1.00E-06,1,0.6,16,0,120,200,2,0,1.29,5.291555492,156,NA,46.4375,252.9423077,0.183589295,2,26,0.291160568,0.423076923,1,2,17,11,15,26,0.24520773
0,0.3,0,0.6,0.6,16,0,94,200,2,0,1.38,3.781033449,134,NA,40.35416667,238.8269231,0.168968248,2,26,-0.554993279,0.423076923,1,2,15,11,15,26,0.179807195
0.6,0.3,1.00E-06,1,0.6,16,0,142,200,2,0,1.38,3.029300095,130,NA,39.91666667,227.1538462,0.175725251,2,26,-0.708839432,0.384615385,1,2,16,16,10,26,0.128709374
0.4,0.3,1.00E-06,1,0.6,16,0,71,200,2,0,1.33,3.549947328,122,NA,48.39393939,224.5972222,0.215469893,2,24,-0.468583022,0.416666667,1,2,15,10,14,24,0.167886044
0,0.3,0,0.5,0.6,16,0,76,200,2,0,1.38,4.523294298,120,NA,49.17424242,241.8819444,0.203298525,2,24,-0.551916356,0.458333333,1,2,14,11,13,24,0.226222746
0,0.3,0,0,0.6,16,0,82,200,4,0,1.92,1.750283844,139,NA,244.82,1204.018519,0.203335743,4,27,-0.634765358,0.074074074,1,2,1,5,2,7,0.243107942
0,0.3,0,0,0.6,16,0,82,200,4,0,1.92,1.750283844,139,NA,244.82,1204.018519,0.203335743,4,27,-0.634765358,0.074074074,1,3,4,5,4,9,0.162409175
0,0.3,0,0,0.6,16,0,82,200,4,0,1.92,1.750283844,139,NA,244.82,1204.018519,0.203335743,4,27,-0.634765358,0.074074074,1,4,17,5,16,21,0.076177498
0,0.3,0,0,0.6,16,0,82,200,4,0,1.92,1.750283844,139,NA,244.82,1204.018519,0.203335743,4,27,-0.634765358,0.074074074,2,4,10,2,16,18,0.143803103
0,0.3,0,0,0.6,16,0,82,200,4,0,1.92,1.750283844,139,NA,244.82,1204.018519,0.203335743,4,27,-0.634765358,0.074074074,3,4,6,4,16,20,0.104286729
0.4,0.3,1.00E-06,1,0.6,16,0,180,200,2,0,1.38,2.764818849,135,NA,41.62878788,246.9236111,0.168589742,2,24,0.073083644,0.458333333,1,2,15,11,13,24,0.126554626
0,0.3,1.00E-06,1,0.6,16,0,73,200,2,0,1.33,3.267412897,120,NA,39.59090909,231.5,0.171019046,2,24,-0.551916356,0.333333333,1,2,14,16,8,24,0.17606567
0,0.3,0,0.2,0.6,16,0,72,200,2,0,1.33,3.27703165,117,NA,49.90909091,259.625,0.192235304,2,24,-0.676916356,0.416666667,1,2,15,10,14,24,0.159737393
0.6,0.3,1.00E-06,1,0.6,16,0,179,200,2,0,1.35,2.33324338,103,NA,19.29411765,103.3684211,0.186653888,2,19,0.325573317,0.315789474,1,2,12,6,13,19,0.124243869
0,0.3,0,0.2,0.6,16,0,43,200,2,0,1.29,2.789835648,132,NA,46.06818182,254.5625,0.180970024,2,24,-0.051916356,0.416666667,1,2,15,10,14,24,0.127295388
0.4,0.3,1.00E-06,1,0.6,16,0,7,200,2,0,1.35,3.469280405,77,NA,20.9375,112.3611111,0.186341162,2,18,-0.712438379,0.388888889,1,2,11,11,7,18,0.221543685
0.2,0.3,1.00E-06,1,0.6,16,0,100,200,2,0,1.38,3.704451693,138,NA,41.75,228.8846154,0.182406318,2,26,-0.401147125,0.461538462,1,2,14,14,12,26,0.168313368
0.6,0.3,1.00E-06,1,0.6,16,0,92,200,2,0,1.4,7.150693752,85,NA,43.66666667,163.0588235,0.267797018,2,17,0.120894955,0.294117647,1,2,9,12,5,17,0.49329998
0.2,0.3,1.00E-06,1,0.6,16,0,5,200,2,0,1.33,4.779253001,144,NA,50.89583333,239.6923077,0.212338201,2,26,-0.170377894,0.423076923,1,2,15,15,11,26,0.217274845
0.4,0.3,1.00E-06,1,0.6,16,0,15,200,2,0,1.38,3.603883795,127,NA,45.76086957,231.38,0.19777366,2,25,-0.551916356,0.44,1,2,15,14,11,25,0.170615382
0,0.3,1.00E-06,1,0.6,16,0,65,200,2,0,1.29,3.853074871,142,NA,52.82608696,250.26,0.21108482,2,25,0.048083644,0.2,1,2,11,5,20,25,0.244057864
0,0.3,0,0.2,0.6,16,0,39,200,3,0,1.58,3.086560645,129,NA,55.54545455,263.7083333,0.210632155,3,24,-0.176916356,0.25,1,2,4,6,7,13,0.274699388
0,0.3,0,0.2,0.6,16,0,39,200,3,0,1.58,3.086560645,129,NA,55.54545455,263.7083333,0.210632155,3,24,-0.176916356,0.25,1,3,9,6,11,17,0.19731173
0,0.3,0,0.2,0.6,16,0,39,200,3,0,1.58,3.086560645,129,NA,55.54545455,263.7083333,0.210632155,3,24,-0.176916356,0.25,2,3,10,7,11,18,0.169839677
0.6,0.3,1.00E-06,1,0.6,16,0,97,200,3,0,1.45,2.390517619,102,NA,15.93137255,104.9824561,0.151752713,3,19,0.272941738,0.157894737,1,2,1,3,6,9,0.295914238
0.6,0.3,1.00E-06,1,0.6,16,0,97,200,3,0,1.45,2.390517619,102,NA,15.93137255,104.9824561,0.151752713,3,19,0.272941738,0.157894737,1,3,7,3,10,13,0.234867372
0.6,0.3,1.00E-06,1,0.6,16,0,97,200,3,0,1.45,2.390517619,102,NA,15.93137255,104.9824561,0.151752713,3,19,0.272941738,0.157894737,2,3,10,6,10,16,0.146741727
0,0.3,0,0.2,0.6,16,0,84,200,2,0,1.25,3.195725187,124,NA,55.30434783,268.44,0.206021263,2,25,-0.671916356,0.48,1,2,16,13,12,25,0.147734349
0,0.3,0,0,0.6,16,0,49,200,2,0,1.25,1.926839453,114,NA,295.4545455,1247.583333,0.236821491,2,24,-0.801916356,0.166666667,1,2,10,4,20,24,0.112424602
0.4,0.3,1.00E-06,1,0.6,16,0,152,200,2,0.21,1.35,2.384588341,59,NA,24.875,125.9642857,0.197476609,2,14,-0.288838939,0.142857143,1,2,6,2,12,14,0.30894569
0.4,0.3,1.00E-06,1,0.6,16,0,151,200,2,0,1.33,4.01003167,130,NA,45.15217391,236.66,0.190789208,2,25,-0.431916356,0.4,1,2,13,15,10,25,0.195399767
0.4,0.3,1.00E-06,1,0.6,16,0,16,200,2,0,1.41,5.200524655,153,NA,42.9,198.7954545,0.215799703,2,22,1.572918954,0.454545455,1,2,15,12,10,22,0.280835015
0.6,0.3,1.00E-06,1,0.6,16,0,171,200,2,0,1.38,2.677736383,54,NA,18.72727273,122.8461538,0.152444925,2,13,-0.206421356,0.307692308,1,2,10,9,4,13,0.261905728
0.4,0.3,1.00E-06,1,0.6,16,0,186,200,3,0.13,1.67,3.36010578,138,NA,53.99242424,235.1111111,0.229646417,3,24,0.198083644,0.208333333,1,2,3,5,6,11,0.396533134
0.4,0.3,1.00E-06,1,0.6,16,0,186,200,3,0.13,1.67,3.36010578,138,NA,53.99242424,235.1111111,0.229646417,3,24,0.198083644,0.208333333,1,3,10,5,13,18,0.208978357
0.4,0.3,1.00E-06,1,0.6,16,0,186,200,3,0.13,1.67,3.36010578,138,NA,53.99242424,235.1111111,0.229646417,3,24,0.198083644,0.208333333,2,3,17,6,13,19,0.156482584
0.2,0.3,1.00E-06,1,0.6,16,0,16,200,2,0,1.29,3.308506946,148,NA,45.91666667,233.3653846,0.196758687,2,26,-0.01653174,0.192307692,1,2,12,5,21,26,0.206012156
0.4,0.3,1.00E-06,1,0.6,16,0,164,200,2,0,1.38,4.073080034,134,NA,45.6875,247.3653846,0.184696416,2,26,-0.554993279,0.5,1,2,15,13,13,26,0.18839249
0,0.3,0,0.4,0.6,16,0,21,200,2,0,1.38,3.250512235,117,NA,43.43181818,231.6041667,0.187526066,2,24,-0.676916356,0.375,1,2,15,15,9,24,0.163434445
0,0.3,0,0.5,0.6,16,0,11,200,2,0,1.42,3.107685961,158,NA,36.5625,231.6153846,0.157858685,2,26,0.368083644,0.423076923,1,2,19,15,11,26,0.138419681
0,0.3,0,0.5,0.6,16,0,61,200,2,0,1.25,3.999603762,135,NA,51.86956522,219.56,0.236243237,2,25,-0.231916356,0.2,1,2,10,5,20,25,0.25797129
0,0.3,0,0.5,0.6,16,0,40,200,2,0,1.38,5.416893476,147,NA,40.54166667,225.5,0.179785661,2,26,-0.054993279,0.461538462,1,2,16,12,14,26,0.25133168
0,0.3,1.00E-06,1,0.6,16,0,95,200,2,0,1.38,3.473199239,130,NA,41.375,234.1538462,0.176700066,2,26,-0.708839432,0.384615385,1,2,16,16,10,26,0.159811728
0,0.3,0,0.8,0.6,16,0,80,200,2,0,1.38,3.635934937,140,NA,47.67391304,231.14,0.206255573,2,25,-0.031916356,0.48,1,2,14,13,12,25,0.169642717
0.6,0.3,1.00E-06,1,0.6,16,0,133,200,2,0,1.25,3.344102387,105,NA,22.86111111,128.625,0.177734586,2,20,0.054520686,0.1,1,2,6,18,2,20,0.429080586
0.2,0.3,1.00E-06,1,0.6,16,0,61,200,2,0,1.38,3.542712177,164,NA,44.625,235.9230769,0.189150636,2,26,0.598852875,0.269230769,1,2,17,7,19,26,0.178028357
0,0.3,0,0.2,0.6,16,0,37,200,2,0,1.33,3.557647148,122,NA,55.26086957,270,0.204669887,2,25,-0.751916356,0.4,1,2,15,15,10,25,0.170400443
0.4,0.3,1.00E-06,1,0.6,16,0,66,200,2,0,1.33,3.593098013,120,NA,49.23484848,230.6041667,0.213503725,2,24,-0.551916356,0.416666667,1,2,13,14,10,24,0.180294462
0,0.3,0,0.6,0.6,16,0,75,200,2,0,1.25,3.902838776,136,NA,39.08333333,231.0576923,0.169149674,2,26,-0.478070202,0.307692308,1,2,15,8,18,26,0.191242035
0,0.3,1.00E-06,1,0.6,16,0,79,200,2,0,1.38,3.434873307,127,NA,43.14393939,239.5138889,0.180131263,2,24,-0.260249689,0.5,1,2,16,12,12,24,0.164703345
0,0.3,0,0.6,0.6,16,0,16,200,2,0,1.25,3.602377466,161,NA,46.04166667,238.1923077,0.193296195,2,26,0.48346826,0.230769231,1,2,12,6,20,26,0.204176751
0,0.3,0,0.6,0.6,16,0,57,200,2,0,1.42,4.258588672,139,NA,50.22222222,232.3717949,0.216128736,2,26,-0.362685586,0.461538462,1,2,17,14,12,26,0.198244501
0.4,0.3,1.00E-06,1,0.6,16,0,86,200,2,0,1.33,4.252381432,157,NA,43.66,219.6481481,0.198772448,2,27,0.031901308,0.407407407,1,2,15,11,16,27,0.196522952
0.2,0.3,1.00E-06,1,0.6,16,0,94,200,2,0,1.38,5.237078915,134,NA,43.43181818,234.8541667,0.18493101,2,24,0.031416978,0.416666667,1,2,18,14,10,24,0.263353069
0,0.3,0,0.8,0.6,16,0,34,200,2,0,1.33,3.889708916,142,NA,40.42,245.2592593,0.164805195,2,27,-0.523654247,0.37037037,1,2,15,10,17,27,0.171581074
0.6,0.3,1.00E-06,1,0.6,16,0,135,200,2,0,1.42,4.3304733,121,NA,20.65909091,93.47916667,0.221002087,2,24,-0.510249689,0.416666667,1,2,16,14,10,24,0.212290986
0,0.3,0,0.4,0.6,16,0,52,200,2,0,1.29,3.549750404,169,NA,46.23913043,251.28,0.184014368,2,25,1.128083644,0.44,1,2,16,11,14,25,0.161448072
0.6,0.3,1.00E-06,1,0.6,16,0,119,200,2,0,1.35,2.586972381,130,NA,17.41666667,82.025,0.212333638,2,20,1.304520686,0.4,1,2,13,8,12,20,0.149063551
0,0.3,0,0.8,0.6,16,0,10,200,2,0,1.38,4.786429892,141,NA,44.89130435,244.16,0.183860191,2,25,0.008083644,0.48,1,2,16,12,13,25,0.227559688
0.6,0.3,1.00E-06,1,0.6,16,0,173,200,4,0,1.71,3.217047391,125,NA,45.81060606,238.6041667,0.191994158,4,24,-0.343583022,0.208333333,1,2,2,7,6,13,0.271519389
0.6,0.3,1.00E-06,1,0.6,16,0,173,200,4,0,1.71,3.217047391,125,NA,45.81060606,238.6041667,0.191994158,4,24,-0.343583022,0.208333333,1,3,7,7,5,12,0.245621356
0.6,0.3,1.00E-06,1,0.6,16,0,173,200,4,0,1.71,3.217047391,125,NA,45.81060606,238.6041667,0.191994158,4,24,-0.343583022,0.208333333,1,4,6,7,6,13,0.277812578
0.6,0.3,1.00E-06,1,0.6,16,0,173,200,4,0,1.71,3.217047391,125,NA,45.81060606,238.6041667,0.191994158,4,24,-0.343583022,0.208333333,2,3,7,6,5,11,0.271884024
0.6,0.3,1.00E-06,1,0.6,16,0,173,200,4,0,1.71,3.217047391,125,NA,45.81060606,238.6041667,0.191994158,4,24,-0.343583022,0.208333333,2,4,6,6,6,12,0.239834848
0.4,0.3,1.00E-06,1,0.6,16,0,94,200,2,0,1.3,2.988031915,97,NA,24.73809524,140.6979167,0.175824176,2,16,1.301042014,0.1875,1,2,7,13,3,16,0.344284266
0,0.3,0,0.5,0.6,16,0,69,200,2,0,1.29,3.997821823,134,NA,40.93055556,243.6410256,0.167995334,2,26,-0.554993279,0.384615385,1,2,15,16,10,26,0.188766459
0.4,0.3,1.00E-06,1,0.6,16,0,61,200,2,0,1.29,3.306073866,164,NA,44.75,235.9615385,0.189649552,2,26,0.598852875,0.230769231,1,2,13,6,20,26,0.179628111
0.2,0.3,1.00E-06,1,0.6,16,0,33,200,2,0,1.38,4.412154534,143,NA,48,240.625,0.199480519,2,24,0.406416978,0.416666667,1,2,16,10,14,24,0.215680909
0.4,0.3,1.00E-06,1,0.6,16,0,126,200,2,0,1.38,4.476283032,150,NA,43.625,240.3461538,0.181509041,2,26,0.060391337,0.384615385,1,2,18,10,16,26,0.207331901
0,0.3,0,0.5,0.6,16,0,59,200,2,0,1.38,3.906638382,135,NA,47.08333333,230.3461538,0.204402516,2,26,-0.51653174,0.384615385,1,2,17,10,16,26,0.190183366
0.6,0.3,1.00E-06,1,0.6,16,0,91,200,3,0.18,1.75,2.29466151,46,NA,18.2,96.91666667,0.187790198,3,12,-0.373088023,0.25,1,2,2,3,5,8,0.261031488
0.6,0.3,1.00E-06,1,0.6,16,0,91,200,3,0.18,1.75,2.29466151,46,NA,18.2,96.91666667,0.187790198,3,12,-0.373088023,0.25,1,3,5,3,4,7,0.243752024
0.6,0.3,1.00E-06,1,0.6,16,0,91,200,3,0.18,1.75,2.29466151,46,NA,18.2,96.91666667,0.187790198,3,12,-0.373088023,0.25,2,3,13,5,4,9,0.239974634
0.6,0.3,1.00E-06,1,0.6,16,0,53,200,2,0,1.42,3.889187373,127,NA,14.90909091,88.08333333,0.169261202,2,24,-0.260249689,0.333333333,1,2,18,8,16,24,0.201778322
0,0.3,0,0,0.6,16,0,35,200,2,0,1.29,1.689166183,126,NA,232.25,1306.125,0.177816059,2,24,-0.301916356,0.166666667,1,2,10,4,20,24,0.081510667
0,0.3,0,0.6,0.6,16,0,47,200,2,0,1.42,3.039692377,149,NA,39.14583333,250.3461538,0.156366825,2,26,0.021929798,0.423076923,1,2,18,11,15,26,0.135173448
0.6,0.3,1.00E-06,1,0.6,16,0,103,200,3,0,1.58,3.650201356,122,NA,46.77272727,233.3333333,0.200454545,3,24,-0.468583022,0.25,1,2,11,10,8,18,0.257876207
0.6,0.3,1.00E-06,1,0.6,16,0,103,200,3,0,1.58,3.650201356,122,NA,46.77272727,233.3333333,0.200454545,3,24,-0.468583022,0.25,1,3,8,10,6,16,0.238994331
0.6,0.3,1.00E-06,1,0.6,16,0,103,200,3,0,1.58,3.650201356,122,NA,46.77272727,233.3333333,0.200454545,3,24,-0.468583022,0.25,2,3,5,8,6,14,0.264500341
0.6,0.3,1.00E-06,1,0.6,16,0,13,200,2,0,1.4,2.553609975,68,NA,42.46153846,222.4333333,0.190895572,2,15,-0.103124653,0.4,1,2,14,6,9,15,0.165832576
0.4,0.3,1.00E-06,1,0.6,16,0,13,200,2,0,1.45,3.184602059,95,NA,38.08333333,207.7037037,0.183354137,2,18,0.287561621,0.333333333,1,2,15,12,6,18,0.234196226
0,0.3,0,0.4,0.6,16,0,47,200,3,0,1.58,2.858499404,141,NA,40.48611111,252.0512821,0.160626484,3,26,-0.285762509,0.269230769,1,2,7,9,7,16,0.186815684
0,0.3,0,0.4,0.6,16,0,47,200,3,0,1.58,2.858499404,141,NA,40.48611111,252.0512821,0.160626484,3,26,-0.285762509,0.269230769,1,3,9,9,10,19,0.15694715
0,0.3,0,0.4,0.6,16,0,47,200,3,0,1.58,2.858499404,141,NA,40.48611111,252.0512821,0.160626484,3,26,-0.285762509,0.269230769,2,3,7,7,10,17,0.191191582
0,0.3,0,0.4,0.6,16,0,87,200,2,0,1.38,4.154218851,139,NA,51.91666667,242.5384615,0.214055397,2,26,-0.362685586,0.461538462,1,2,17,12,14,26,0.193642335
0,0.3,0,0.2,0.6,16,0,59,200,2,0,1.33,3.773055769,129,NA,45.40909091,267.6666667,0.169647911,2,24,-0.176916356,0.416666667,1,2,13,10,14,24,0.187379037
0,0.3,0,0.4,0.6,16,0,45,200,2,0,1.29,4.211450945,159,NA,46.5,234.5384615,0.198261725,2,26,0.406545183,0.346153846,1,2,15,17,9,26,0.209093815
0,0.3,0,0.8,0.6,16,0,20,200,2,0,1.38,3.785987975,122,NA,45.12318841,243.0466667,0.185656479,2,25,-0.751916356,0.44,1,2,15,14,11,25,0.189093381
0,0.3,0,0,0.6,16,0,50,200,2,0,1.21,1.912124193,130,NA,256.6875,1234.923077,0.207857076,2,26,-0.708839432,0.076923077,1,2,11,2,24,26,0.165160919
0,0.3,0,0.2,0.6,16,0,63,200,3,0,1.5,3.800695327,128,NA,57.61363636,269.7708333,0.213565105,3,24,-0.218583022,0.333333333,1,2,7,8,8,16,0.279294359
0,0.3,0,0.2,0.6,16,0,63,200,3,0,1.5,3.800695327,128,NA,57.61363636,269.7708333,0.213565105,3,24,-0.218583022,0.333333333,1,3,7,8,8,16,0.237175789
0,0.3,0,0.2,0.6,16,0,63,200,3,0,1.5,3.800695327,128,NA,57.61363636,269.7708333,0.213565105,3,24,-0.218583022,0.333333333,2,3,7,8,8,16,0.238334704
0,0.3,0,0.2,0.6,16,0,22,200,2,0,1.38,3.271049156,113,NA,41.59090909,263.0833333,0.158090247,2,24,-0.843583022,0.5,1,2,14,12,12,24,0.158546698
0.2,0.3,1.00E-06,1,0.6,16,0,41,200,2,0,1.4,4.329343584,104,NA,38.36111111,199.4,0.192382704,2,20,0.004520686,0.3,1,2,15,6,14,20,0.297677448
0.4,0.3,1.00E-06,1,0.6,16,0,172,200,2,0,1.35,3.700774028,101,NA,28.37254902,129.7192982,0.218722653,2,19,0.220310159,0.263157895,1,2,12,5,14,19,0.239431474
