s_coef,death_rate,adv_rate,push_prop,mut_rate,sample_diameter,vaf_cutoff,seed,diameter,genetic_cluster,value_enn,value_lsi,chindex,sackin_value,sackin_p_value,mean_internal,mean_terminal,inter_terminal_ratio,genetic_class_num,sample_num,sackin_value_normalised,smallest_genetic_ratio,cat1,cat2,n_cross_edges,n_cat1,n_cat2,n_samples,silhouette_mean,whole_adv_freq
0.6,0.3,1.00E-06,1,0.6,16,0,170,200,2,0,1.35,2.701413482,108,NA,16.27777778,91.45,0.177996477,2,20,0.204520686,0.5,1,2,14,10,10,20,0.144133097,0.48997955
0.6,0.3,1.00E-06,1,0.6,16,0,12,200,2,0,1.45,3.365086927,96,NA,17.5,104.8333333,0.166931638,2,18,0.343117177,0.444444444,1,2,14,8,10,18,0.201790303,0.436703483
0.4,0.3,1.00E-06,1,0.6,16,0,63,200,2,0,1.45,2.707802091,98,NA,25.71568627,163.8333333,0.15696248,2,19,0.062415423,0.368421053,1,2,18,7,12,19,0.136659246,0.342017368
0.4,0.3,1.00E-06,1,0.6,16,0,29,200,2,0,1.4,2.865681577,106,NA,17.01851852,108.4333333,0.156949141,2,20,0.104520686,0.4,1,2,12,12,8,20,0.158532693,0.465851905
0.4,0.3,1.00E-06,1,0.6,16,0,156,200,2,0,1.29,3.827074095,163,NA,45.16666667,242.5384615,0.186224759,2,26,0.560391337,0.346153846,1,2,15,17,9,26,0.197760782,0
0.6,0.3,1.00E-06,1,0.6,16,0,27,200,2,0,1.33,3.101834051,142,NA,48.375,237.3461538,0.203816237,2,26,-0.247300971,0.269230769,1,2,16,7,19,26,0.170217146,0
0.6,0.3,1.00E-06,1,0.6,16,0,78,200,3,0,1.5,3.449295011,129,NA,47.88636364,235.7291667,0.203141445,3,24,-0.176916356,0.25,1,2,6,12,6,18,0.235156862,0
0.6,0.3,1.00E-06,1,0.6,16,0,78,200,3,0,1.5,3.449295011,129,NA,47.88636364,235.7291667,0.203141445,3,24,-0.176916356,0.25,1,3,9,12,6,18,0.219157148,0
0.6,0.3,1.00E-06,1,0.6,16,0,78,200,3,0,1.5,3.449295011,129,NA,47.88636364,235.7291667,0.203141445,3,24,-0.176916356,0.25,2,3,6,6,6,12,0.279661383,0
0.4,0.3,1.00E-06,1,0.6,16,0,162,200,3,0,1.54,3.628131996,124,NA,46.81818182,241.4166667,0.193931026,3,24,-0.385249689,0.291666667,1,2,7,9,7,16,0.226928816,0
0.4,0.3,1.00E-06,1,0.6,16,0,162,200,3,0,1.54,3.628131996,124,NA,46.81818182,241.4166667,0.193931026,3,24,-0.385249689,0.291666667,1,3,8,9,8,17,0.273546627,0
0.4,0.3,1.00E-06,1,0.6,16,0,162,200,3,0,1.54,3.628131996,124,NA,46.81818182,241.4166667,0.193931026,3,24,-0.385249689,0.291666667,2,3,8,7,8,15,0.226248214,0
0.4,0.3,1.00E-06,1,0.6,16,0,178,200,2,0,1.3,2.607812965,92,NA,19.70588235,122.6315789,0.160691745,2,19,-0.253374051,0.210526316,1,2,11,15,4,19,0.217360037,0.419642857
0.4,0.3,1.00E-06,1,0.6,16,0,94,200,2,0,1.3,2.988031915,97,NA,24.73809524,140.6979167,0.175824176,2,16,1.301042014,0.1875,1,2,7,13,3,16,0.344284266,0.403391884
0.6,0.3,1.00E-06,1,0.6,16,0,137,200,2,0,1.28,4.163864207,93,NA,26.9,139.1764706,0.193279797,2,17,0.59148319,0.176470588,1,2,8,3,14,17,0.443203573,0.344183243
0.2,0.3,1.00E-06,1,0.6,16,0,29,200,3,0,1.5,3.095689602,137,NA,38.18181818,213.4583333,0.178872465,3,24,0.156416978,0.166666667,1,2,3,5,4,9,0.364952541,0
0.2,0.3,1.00E-06,1,0.6,16,0,29,200,3,0,1.5,3.095689602,137,NA,38.18181818,213.4583333,0.178872465,3,24,0.156416978,0.166666667,1,3,8,5,15,20,0.217566488,0
0.2,0.3,1.00E-06,1,0.6,16,0,29,200,3,0,1.5,3.095689602,137,NA,38.18181818,213.4583333,0.178872465,3,24,0.156416978,0.166666667,2,3,10,4,15,19,0.215645944,0
0.2,0.3,1.00E-06,1,0.6,16,0,95,200,2,0,1.38,3.346138075,130,NA,40.97916667,234.5192308,0.174736914,2,26,-0.708839432,0.384615385,1,2,16,16,10,26,0.153454556,0
0.6,0.3,1.00E-06,1,0.6,16,0,119,200,2,0,1.35,2.586972381,130,NA,17.41666667,82.025,0.212333638,2,20,1.304520686,0.4,1,2,13,8,12,20,0.149063551,0.509387352
0.4,0.3,1.00E-06,1,0.6,16,0,7,200,2,0,1.35,3.469280405,77,NA,20.9375,112.3611111,0.186341162,2,18,-0.712438379,0.388888889,1,2,11,11,7,18,0.221543685,0.475180723
0.6,0.3,1.00E-06,1,0.6,16,0,13,200,2,0,1.4,2.553609975,68,NA,42.46153846,222.4333333,0.190895572,2,15,-0.103124653,0.4,1,2,14,6,9,15,0.165832576,0.042012161
0.6,0.3,1.00E-06,1,0.6,16,0,195,200,2,0,1.33,3.895244995,140,NA,39.54166667,253.8076923,0.155793807,2,26,-0.324224048,0.346153846,1,2,16,9,17,26,0.188916584,0
0.6,0.3,1.00E-06,1,0.6,16,0,116,200,2,0,1.45,3.897567882,94,NA,29.97222222,124.225,0.241273675,2,20,-0.495479314,0.3,1,2,15,14,6,20,0.307249425,0.384362681
0.4,0.3,1.00E-06,1,0.6,16,0,104,200,2,0,1.29,2.903223501,124,NA,34.78787879,231.9444444,0.149983669,2,24,-0.385249689,0.25,1,2,12,18,6,24,0.156632803,0
0.6,0.3,1.00E-06,1,0.6,16,0,60,200,2,0,1.38,3.343893606,131,NA,52.21212121,247.3472222,0.211088367,2,24,-0.093583022,0.416666667,1,2,15,10,14,24,0.168806407,0
0.4,0.3,1.00E-06,1,0.6,16,0,124,200,2,0,1.42,6.482881082,155,NA,47.83333333,234.1346154,0.204298426,2,26,0.252699029,0.346153846,1,2,14,9,17,26,0.30921054,0
0.4,0.3,1.00E-06,1,0.6,16,0,126,200,2,0,1.38,4.476283032,150,NA,43.625,240.3461538,0.181509041,2,26,0.060391337,0.384615385,1,2,18,10,16,26,0.207331901,0
0.2,0.3,1.00E-06,1,0.6,16,0,87,200,2,0,1.38,3.221336221,132,NA,42.57638889,237.4294872,0.179322246,2,26,-0.631916356,0.461538462,1,2,16,12,14,26,0.142732893,0
0.6,0.3,1.00E-06,1,0.6,16,0,171,200,2,0,1.38,2.677736383,54,NA,18.72727273,122.8461538,0.152444925,2,13,-0.206421356,0.307692308,1,2,10,9,4,13,0.261905728,0.378238342
0.2,0.3,1.00E-06,1,0.6,16,0,96,200,2,0,1.3,3.504875926,88,NA,46.61764706,210.3684211,0.221600024,2,19,-0.463900367,0.263157895,1,2,11,14,5,19,0.272477841,0.178005592
0.4,0.3,1.00E-06,1,0.6,16,0,87,200,2,0,1.6,2.631538952,102,NA,16.05555556,113.475,0.141489804,2,20,-0.095479314,0.45,1,2,18,9,11,20,0.142158371,0.490988531
0.4,0.3,1.00E-06,1,0.6,16,0,190,200,2,0,1.42,3.642892384,134,NA,46.9375,229.2115385,0.204778085,2,26,-0.554993279,0.230769231,1,2,13,6,20,26,0.200509177,0
0.4,0.3,1.00E-06,1,0.6,16,0,186,200,3,0.13,1.67,3.36010578,138,NA,53.99242424,235.1111111,0.229646417,3,24,0.198083644,0.208333333,1,2,3,5,6,11,0.396533134,0.019465822
0.4,0.3,1.00E-06,1,0.6,16,0,186,200,3,0.13,1.67,3.36010578,138,NA,53.99242424,235.1111111,0.229646417,3,24,0.198083644,0.208333333,1,3,10,5,13,18,0.208978357,0.019465822
0.4,0.3,1.00E-06,1,0.6,16,0,186,200,3,0.13,1.67,3.36010578,138,NA,53.99242424,235.1111111,0.229646417,3,24,0.198083644,0.208333333,2,3,17,6,13,19,0.156482584,0.019465822
0.4,0.3,1.00E-06,1,0.6,16,0,70,200,2,0,1.33,4.191531337,125,NA,46.56818182,239.3333333,0.194574576,2,24,-0.343583022,0.416666667,1,2,13,10,14,24,0.204679119,0
0.6,0.3,1.00E-06,1,0.6,16,0,57,200,2,0,1.4,2.229146977,97,NA,16.33333333,90.80701754,0.179868624,2,19,0.009783844,0.210526316,1,2,14,4,15,19,0.144808853,0.470878578
0.6,0.3,1.00E-06,1,0.6,16,0,123,200,2,0,1.46,2.457731408,155,NA,38.86363636,246.9166667,0.15739576,2,24,0.906416978,0.416666667,1,2,17,10,14,24,0.104898189,0
0.4,0.3,1.00E-06,1,0.6,16,0,101,200,2,0,1.38,3.169095053,130,NA,38.09090909,235,0.162088975,2,24,-0.135249689,0.291666667,1,2,15,7,17,24,0.155736311,0
0.4,0.3,1.00E-06,1,0.6,16,0,66,200,2,0,1.33,3.593098013,120,NA,49.23484848,230.6041667,0.213503725,2,24,-0.551916356,0.416666667,1,2,13,14,10,24,0.180294462,0
0.6,0.3,1.00E-06,1,0.6,16,0,146,200,2,0,1.3,3.483209471,97,NA,20.21568627,107.8333333,0.187471588,2,19,0.009783844,0.315789474,1,2,11,6,13,19,0.218992453,0.460794297
0.6,0.3,1.00E-06,1,0.6,16,0,152,200,2,0,1.5,2.788434986,86,NA,19.70588235,89.21052632,0.220891897,2,19,-0.569163525,0.421052632,1,2,16,11,8,19,0.159267576,0.485108119
0.6,0.3,1.00E-06,1,0.6,16,0,87,200,2,0,1.23,3.320171328,100,NA,17.76315789,94.19047619,0.188587622,2,21,-0.528812648,0.476190476,1,2,13,10,11,21,0.176684132,0.48522829
0.4,0.3,1.00E-06,1,0.6,16,0,75,200,2,0.19,1.45,2.684937655,105,NA,21.13888889,114.45,0.184699772,2,20,0.054520686,0.25,1,2,16,15,5,20,0.210597236,0.423302598
0.6,0.3,1.00E-06,1,0.6,16,0,21,200,2,0,1.42,2.790174235,133,NA,42.22916667,235.0384615,0.179669176,2,26,-0.593454817,0.269230769,1,2,17,7,19,26,0.142163113,0
0.6,0.3,1.00E-06,1,0.6,16,0,52,200,2,0,1.35,2.609381318,114,NA,17.08333333,107.1,0.159508248,2,20,0.504520686,0.5,1,2,13,10,10,20,0.136928096,0.466569767
0.4,0.3,1.00E-06,1,0.6,16,0,10,200,2,0,1.38,4.370619996,153,NA,47.29545455,244.4791667,0.193453926,2,24,0.823083644,0.416666667,1,2,18,10,14,24,0.216800219,0
0.4,0.3,1.00E-06,1,0.6,16,0,60,200,2,0,1.38,3.337646148,131,NA,52.42424242,247.1527778,0.212112698,2,24,-0.093583022,0.416666667,1,2,15,10,14,24,0.168668331,0
0.4,0.3,1.00E-06,1,0.6,16,0,151,200,2,0,1.33,4.01003167,130,NA,45.15217391,236.66,0.190789208,2,25,-0.431916356,0.4,1,2,13,15,10,25,0.195399767,0
0.6,0.3,1.00E-06,1,0.6,16,0,167,200,2,0,1.33,3.340855565,147,NA,39.31944444,228.9358974,0.171748707,2,26,-0.054993279,0.423076923,1,2,14,11,15,26,0.152838504,0
0.2,0.3,1.00E-06,1,0.6,16,0,13,200,2,0,1.5,4.487938028,132,NA,40.38636364,227.0208333,0.177897169,2,24,-0.051916356,0.416666667,1,2,18,10,14,24,0.216567596,0
0.4,0.3,1.00E-06,1,0.6,16,0,171,200,2,0.21,1.35,2.018017009,67,NA,28.30769231,196.5,0.144059503,2,15,-0.16979132,0.133333333,1,2,6,13,2,15,0.2435385,0.191011236
0.4,0.3,1.00E-06,1,0.6,16,0,143,200,3,0,1.45,2.977249593,72,NA,35.26666667,185.2647059,0.190358258,3,17,-0.643810928,0.176470588,1,2,7,3,10,13,0.321611,0.169826224
0.4,0.3,1.00E-06,1,0.6,16,0,143,200,3,0,1.45,2.977249593,72,NA,35.26666667,185.2647059,0.190358258,3,17,-0.643810928,0.176470588,1,3,2,3,4,7,0.262756288,0.169826224
0.4,0.3,1.00E-06,1,0.6,16,0,143,200,3,0,1.45,2.977249593,72,NA,35.26666667,185.2647059,0.190358258,3,17,-0.643810928,0.176470588,2,3,7,10,4,14,0.307019779,0.169826224
0.4,0.3,1.00E-06,1,0.6,16,0,77,200,2,0,1.33,5.395787973,139,NA,57.72916667,246.9615385,0.233757722,2,26,-0.362685586,0.384615385,1,2,15,16,10,26,0.25313297,0
0.6,0.3,1.00E-06,1,0.6,16,0,101,200,2,0,1.38,3.094605681,130,NA,38.27272727,235.0833333,0.162804937,2,24,-0.135249689,0.291666667,1,2,15,7,17,24,0.153549791,0
0.4,0.3,1.00E-06,1,0.6,16,0,44,200,2,0,1.29,2.698044451,145,NA,37.56944444,233.6666667,0.160782216,2,26,-0.131916356,0.307692308,1,2,14,8,18,26,0.129182974,0
0.2,0.3,1.00E-06,1,0.6,16,0,88,200,4,0,1.71,3.175042659,129,NA,47.45454545,223.9583333,0.211890063,4,24,-0.176916356,0.208333333,1,2,1,6,8,14,0.227905168,0.001461988
0.2,0.3,1.00E-06,1,0.6,16,0,88,200,4,0,1.71,3.175042659,129,NA,47.45454545,223.9583333,0.211890063,4,24,-0.176916356,0.208333333,1,3,6,6,5,11,0.24316335,0.001461988
0.2,0.3,1.00E-06,1,0.6,16,0,88,200,4,0,1.71,3.175042659,129,NA,47.45454545,223.9583333,0.211890063,4,24,-0.176916356,0.208333333,1,4,6,6,5,11,0.263247658,0.001461988
0.2,0.3,1.00E-06,1,0.6,16,0,88,200,4,0,1.71,3.175042659,129,NA,47.45454545,223.9583333,0.211890063,4,24,-0.176916356,0.208333333,2,3,7,8,5,13,0.227974342,0.001461988
0.2,0.3,1.00E-06,1,0.6,16,0,88,200,4,0,1.71,3.175042659,129,NA,47.45454545,223.9583333,0.211890063,4,24,-0.176916356,0.208333333,2,4,7,8,5,13,0.30435152,0.001461988
0.2,0.3,1.00E-06,1,0.6,16,0,88,200,4,0,1.71,3.175042659,129,NA,47.45454545,223.9583333,0.211890063,4,24,-0.176916356,0.208333333,3,4,1,5,5,10,0.315112195,0.001461988
0.2,0.3,1.00E-06,1,0.6,16,0,19,200,2,0,1.33,3.932313784,114,NA,52.84090909,226.9583333,0.232822071,2,24,-0.801916356,0.416666667,1,2,13,14,10,24,0.197898067,0
0.6,0.3,1.00E-06,1,0.6,16,0,122,200,2,0,1.35,2.573643306,69,NA,17.76923077,102.3333333,0.173640692,2,15,-0.036457986,0.4,1,2,11,9,6,15,0.190160411,0.443465492
0.6,0.3,1.00E-06,1,0.6,16,0,67,200,2,0,1.33,3.724081832,135,NA,42.32608696,237.02,0.178576014,2,25,-0.231916356,0.32,1,2,15,17,8,25,0.196543131,0
0.2,0.3,1.00E-06,1,0.6,16,0,56,200,2,0,1.27,3.827791449,122,NA,42.3,218.9090909,0.193230897,2,22,0.163828045,0.363636364,1,2,13,8,14,22,0.18917394,0.06022897
0.6,0.3,1.00E-06,1,0.6,16,0,131,200,2,0,1.38,3.137933579,144,NA,39.64583333,243.1923077,0.163022563,2,26,-0.170377894,0.461538462,1,2,17,14,12,26,0.1363112,0
0.2,0.3,1.00E-06,1,0.6,16,0,85,200,3,0,1.46,4.114716661,138,NA,49.7173913,245.18,0.202779147,3,25,-0.111916356,0.28,1,2,8,10,8,18,0.256061237,0
0.2,0.3,1.00E-06,1,0.6,16,0,85,200,3,0,1.46,4.114716661,138,NA,49.7173913,245.18,0.202779147,3,25,-0.111916356,0.28,1,3,7,10,7,17,0.269101595,0
0.2,0.3,1.00E-06,1,0.6,16,0,85,200,3,0,1.46,4.114716661,138,NA,49.7173913,245.18,0.202779147,3,25,-0.111916356,0.28,2,3,7,8,7,15,0.2700808,0
0.2,0.3,1.00E-06,1,0.6,16,0,31,200,3,0,1.5,3.374071097,118,NA,43.18181818,242.1666667,0.178314459,3,24,-0.635249689,0.333333333,1,2,7,8,8,16,0.20072913,0
0.2,0.3,1.00E-06,1,0.6,16,0,31,200,3,0,1.5,3.374071097,118,NA,43.18181818,242.1666667,0.178314459,3,24,-0.635249689,0.333333333,1,3,7,8,8,16,0.22353155,0
0.2,0.3,1.00E-06,1,0.6,16,0,31,200,3,0,1.5,3.374071097,118,NA,43.18181818,242.1666667,0.178314459,3,24,-0.635249689,0.333333333,2,3,7,8,8,16,0.259257711,0
0.4,0.3,1.00E-06,1,0.6,16,0,40,200,2,0,1.38,3.925692683,137,NA,41.26086957,230.9,0.17869584,2,25,-0.151916356,0.48,1,2,14,13,12,25,0.184245687,0
0.6,0.3,1.00E-06,1,0.6,16,0,102,200,2,0,1.29,3.841758086,135,NA,18.83333333,86.92424242,0.216663762,2,22,0.754737136,0.227272727,1,2,11,5,17,22,0.235763583,0.488269296
0.4,0.3,1.00E-06,1,0.6,16,0,179,200,3,0,1.5,3.369446287,142,NA,51.7173913,231.3,0.223594428,3,25,0.048083644,0.16,1,2,3,4,8,12,0.345310475,0
0.4,0.3,1.00E-06,1,0.6,16,0,179,200,3,0,1.5,3.369446287,142,NA,51.7173913,231.3,0.223594428,3,25,0.048083644,0.16,1,3,7,4,13,17,0.263046635,0
0.4,0.3,1.00E-06,1,0.6,16,0,179,200,3,0,1.5,3.369446287,142,NA,51.7173913,231.3,0.223594428,3,25,0.048083644,0.16,2,3,11,8,13,21,0.170403485,0
0.4,0.3,1.00E-06,1,0.6,16,0,99,200,2,0,1.38,4.116195596,134,NA,53.83333333,255.1923077,0.210952022,2,26,-0.554993279,0.346153846,1,2,15,9,17,26,0.202575387,0
0.2,0.3,1.00E-06,1,0.6,16,0,30,200,2,0,1.33,3.326028377,150,NA,49.53623188,226.7466667,0.218465094,2,25,0.368083644,0.32,1,2,13,17,8,25,0.172734729,0
0.2,0.3,1.00E-06,1,0.6,16,0,57,200,2,0,1.33,3.609134678,130,NA,46.95833333,240.3269231,0.195393561,2,26,-0.708839432,0.423076923,1,2,15,15,11,26,0.168507283,0
0.4,0.3,1.00E-06,1,0.6,16,0,28,200,2,0,1.3,3.114540964,80,NA,51.53125,233.2222222,0.22095343,2,18,-0.545771712,0.222222222,1,2,10,4,14,18,0.233662567,0.017717561
0.2,0.3,1.00E-06,1,0.6,16,0,74,200,2,0,1.4,3.394733337,93,NA,36.82352941,210.5789474,0.174868048,2,19,-0.200742472,0.421052632,1,2,14,11,8,19,0.206265813,0.113844871
0.4,0.3,1.00E-06,1,0.6,16,0,54,200,3,0,1.5,3.012668363,100,NA,21.72222222,119.5,0.181775918,3,20,-0.195479314,0.2,1,2,2,5,4,9,0.314374575,0.499366286
0.4,0.3,1.00E-06,1,0.6,16,0,54,200,3,0,1.5,3.012668363,100,NA,21.72222222,119.5,0.181775918,3,20,-0.195479314,0.2,1,3,8,5,11,16,0.22662697,0.499366286
0.4,0.3,1.00E-06,1,0.6,16,0,54,200,3,0,1.5,3.012668363,100,NA,21.72222222,119.5,0.181775918,3,20,-0.195479314,0.2,2,3,7,4,11,15,0.246027255,0.499366286
0.2,0.3,1.00E-06,1,0.6,16,0,7,200,2,0,1.42,3.365589417,136,NA,49.25,232.4038462,0.211915598,2,26,-0.478070202,0.384615385,1,2,17,10,16,26,0.154904703,0
0.4,0.3,1.00E-06,1,0.6,16,0,154,200,2,0,1.3,3.131610266,98,NA,24.99019608,154.0614035,0.162209324,2,19,0.062415423,0.157894737,1,2,8,3,16,19,0.335852535,0.393406593
0.6,0.3,1.00E-06,1,0.6,16,0,47,200,2,0,1.29,3.653862595,135,NA,44,245.6538462,0.179113825,2,26,-0.51653174,0.192307692,1,2,11,5,21,26,0.230584146,0
0.2,0.3,1.00E-06,1,0.6,16,0,100,200,2,0,1.38,3.704451693,138,NA,41.75,228.8846154,0.182406318,2,26,-0.401147125,0.461538462,1,2,14,14,12,26,0.168313368,0
0.4,0.3,1.00E-06,1,0.6,16,0,102,200,2,0,1.4,3.742230529,91,NA,22.80208333,128.9259259,0.176861893,2,18,0.065339399,0.277777778,1,2,13,13,5,18,0.303151186,0.414432177
0.4,0.3,1.00E-06,1,0.6,16,0,41,200,2,0,1.35,3.092352173,91,NA,20.55555556,117.775,0.174532418,2,20,-0.645479314,0.45,1,2,12,9,11,20,0.168985419,0.454981993
0.6,0.3,1.00E-06,1,0.6,16,0,139,200,2,0,1.3,3.126109247,85,NA,17.72916667,104.1851852,0.170169748,2,18,-0.267993934,0.166666667,1,2,8,15,3,18,0.328034678,0.461346633
0.4,0.3,1.00E-06,1,0.6,16,0,105,200,2,0,1.42,4.617245961,160,NA,47.4375,244.25,0.194216991,2,26,0.445006721,0.423076923,1,2,17,11,15,26,0.212798989,0
0.6,0.3,1.00E-06,1,0.6,16,0,181,200,3,0,1.62,3.283960708,119,NA,21.4047619,97.19565217,0.220223451,3,23,-0.294669979,0.217391304,1,2,7,6,5,11,0.355344482,0.483304042
0.6,0.3,1.00E-06,1,0.6,16,0,181,200,3,0,1.62,3.283960708,119,NA,21.4047619,97.19565217,0.220223451,3,23,-0.294669979,0.217391304,1,3,4,6,12,18,0.197486715,0.483304042
0.6,0.3,1.00E-06,1,0.6,16,0,181,200,3,0,1.62,3.283960708,119,NA,21.4047619,97.19565217,0.220223451,3,23,-0.294669979,0.217391304,2,3,13,5,12,17,0.203441538,0.483304042
0.4,0.3,1.00E-06,1,0.6,16,0,1,200,3,0,1.6,2.843265377,85,NA,41.05208333,213.3981481,0.192373194,3,18,-0.267993934,0.166666667,1,2,7,9,3,12,0.312616702,0.045454545
0.4,0.3,1.00E-06,1,0.6,16,0,1,200,3,0,1.6,2.843265377,85,NA,41.05208333,213.3981481,0.192373194,3,18,-0.267993934,0.166666667,1,3,8,9,6,15,0.213400965,0.045454545
0.4,0.3,1.00E-06,1,0.6,16,0,1,200,3,0,1.6,2.843265377,85,NA,41.05208333,213.3981481,0.192373194,3,18,-0.267993934,0.166666667,2,3,4,3,6,9,0.274954002,0.045454545
0.6,0.3,1.00E-06,1,0.6,16,0,20,200,2,0,1.35,3.580515521,117,NA,17.91176471,97.94736842,0.182871322,2,19,1.062415423,0.210526316,1,2,10,4,15,19,0.270264169,0.469457014
0.6,0.3,1.00E-06,1,0.6,16,0,33,200,2,0,1.38,3.130216616,160,NA,44.43181818,242.1458333,0.183491979,2,24,1.114750311,0.25,1,2,15,6,18,24,0.169784924,0
0.4,0.3,1.00E-06,1,0.6,16,0,49,200,2,0,1.38,3.159683371,154,NA,46.19444444,238.4230769,0.193749888,2,26,0.214237491,0.5,1,2,16,13,13,26,0.139616302,0
0.4,0.3,1.00E-06,1,0.6,16,0,189,200,2,0,1.38,3.176255,132,NA,40.375,239.8076923,0.168364074,2,26,-0.631916356,0.423076923,1,2,14,11,15,26,0.145256505,0
0.4,0.3,1.00E-06,1,0.6,16,0,43,200,2,0,1.5,2.990433772,149,NA,39.15972222,231.775641,0.168955297,2,26,0.021929798,0.423076923,1,2,20,11,15,26,0.136488126,0
0.4,0.3,1.00E-06,1,0.6,16,0,91,200,3,0,1.44,1.850196835,42,NA,23.16666667,131.2272727,0.176538506,3,11,-0.221572872,0.181818182,1,2,7,5,4,9,0.154242849,0.398167724
0.4,0.3,1.00E-06,1,0.6,16,0,91,200,3,0,1.44,1.850196835,42,NA,23.16666667,131.2272727,0.176538506,3,11,-0.221572872,0.181818182,1,3,4,5,2,7,0.244070882,0.398167724
0.4,0.3,1.00E-06,1,0.6,16,0,91,200,3,0,1.44,1.850196835,42,NA,23.16666667,131.2272727,0.176538506,3,11,-0.221572872,0.181818182,2,3,1,4,2,6,0.210499522,0.398167724
0.4,0.3,1.00E-06,1,0.6,16,0,33,200,2,0,1.33,4.455283812,120,NA,47.27272727,242.375,0.195039617,2,24,-0.551916356,0.375,1,2,15,15,9,24,0.221844821,0
0.6,0.3,1.00E-06,1,0.6,16,0,18,200,2,0,1.38,3.873015209,146,NA,39.58333333,241.4230769,0.163958367,2,26,-0.093454817,0.346153846,1,2,16,9,17,26,0.179216828,0
0.2,0.3,1.00E-06,1,0.6,16,0,41,200,2,0,1.4,4.329343584,104,NA,38.36111111,199.4,0.192382704,2,20,0.004520686,0.3,1,2,15,6,14,20,0.297677448,0.106506424
0.6,0.3,1.00E-06,1,0.6,16,0,6,200,2,0,1.35,2.625994055,93,NA,20.9375,104.25,0.200839329,2,18,0.17645051,0.333333333,1,2,12,12,6,18,0.166807152,0.450859107
0.6,0.3,1.00E-06,1,0.6,16,0,56,200,2,0,1.35,3.013813646,85,NA,16.61764706,99.84210526,0.166439269,2,19,-0.621795104,0.421052632,1,2,11,8,11,19,0.17503755,0.493888889
0.4,0.3,1.00E-06,1,0.6,16,0,20,200,3,0,1.5,2.979670827,121,NA,49.86363636,243.25,0.204989255,3,24,-0.510249689,0.208333333,1,2,5,5,7,12,0.245601803,0.00617284
0.4,0.3,1.00E-06,1,0.6,16,0,20,200,3,0,1.5,2.979670827,121,NA,49.86363636,243.25,0.204989255,3,24,-0.510249689,0.208333333,1,3,6,5,12,17,0.209293151,0.00617284
0.4,0.3,1.00E-06,1,0.6,16,0,20,200,3,0,1.5,2.979670827,121,NA,49.86363636,243.25,0.204989255,3,24,-0.510249689,0.208333333,2,3,10,7,12,19,0.185999932,0.00617284
0.6,0.3,1.00E-06,1,0.6,16,0,136,200,2,0,1.25,3.383810616,84,NA,22.52941176,114.3157895,0.19708049,2,19,-0.674426683,0.157894737,1,2,9,3,16,19,0.34147943,0.445711679
0.6,0.3,1.00E-06,1,0.6,16,0,17,200,2,0,1.4,3.188153837,96,NA,16.70588235,96.44736842,0.173212423,2,19,-0.042847735,0.473684211,1,2,12,10,9,19,0.18517823,0.49009247
0.6,0.3,1.00E-06,1,0.6,16,0,176,200,2,0,1.25,3.421497857,125,NA,15.9469697,90.67361111,0.175872225,2,24,-0.343583022,0.25,1,2,12,6,18,24,0.220427439,0.489415323
0.6,0.3,1.00E-06,1,0.6,16,0,135,200,2,0,1.42,4.3304733,121,NA,20.65909091,93.47916667,0.221002087,2,24,-0.510249689,0.416666667,1,2,16,14,10,24,0.212290986,0.502477291
0.4,0.3,1.00E-06,1,0.6,16,0,116,200,2,0,1.3,3.282827241,109,NA,27.94444444,158.95,0.175806508,2,20,0.254520686,0.15,1,2,9,3,17,20,0.328880831,0.278598565
0.4,0.3,1.00E-06,1,0.6,16,0,64,200,2,0,1.4,3.834711029,81,NA,45.0625,196.9444444,0.228808181,2,18,-0.490216156,0.5,1,2,14,9,9,18,0.238225989,0.191972077
0.4,0.3,1.00E-06,1,0.6,16,0,120,200,2,0,1.29,5.291555492,156,NA,46.4375,252.9423077,0.183589295,2,26,0.291160568,0.423076923,1,2,17,11,15,26,0.24520773,0
0.6,0.3,1.00E-06,1,0.6,16,0,159,200,2,0,1.4,2.803297791,114,NA,19.90740741,110.1833333,0.180675305,2,20,0.504520686,0.35,1,2,15,13,7,20,0.194144886,0.403648803
0.6,0.3,1.00E-06,1,0.6,16,0,104,200,2,0,1.29,2.88065113,124,NA,36.31818182,230.5416667,0.157534134,2,24,-0.385249689,0.25,1,2,12,18,6,24,0.153751792,0
0.4,0.3,1.00E-06,1,0.6,16,0,80,200,2,0,1.35,4.063847431,120,NA,32.7254902,132.4035088,0.247164826,2,19,1.220310159,0.421052632,1,2,12,11,8,19,0.24906938,0.41138115
0.4,0.3,1.00E-06,1,0.6,16,0,195,200,2,0,1.33,3.896009009,140,NA,39.625,253.8076923,0.15612214,2,26,-0.324224048,0.346153846,1,2,16,9,17,26,0.188979122,0
0.4,0.3,1.00E-06,1,0.6,16,0,82,200,2,0,1.45,3.998015712,94,NA,33.41176471,159.2105263,0.209859018,2,19,-0.148110893,0.315789474,1,2,15,13,6,19,0.302201986,0.321568627
0.2,0.3,1.00E-06,1,0.6,16,0,89,200,2,0,1.38,4.227540193,133,NA,41.91304348,232.92,0.179946091,2,25,-0.311916356,0.48,1,2,14,13,12,25,0.2025009,0
0.4,0.3,1.00E-06,1,0.6,16,0,197,200,2,0,1.38,2.819724044,150,NA,38.25757576,242.5138889,0.157754164,2,24,0.698083644,0.333333333,1,2,14,16,8,24,0.134267414,0
