sample,mutation_count,min_distance,location,max_distance,s_coef,death_rate,adv_rate,push_prop,mut_rate,sample_diameter,seed
S17,555,69.89277502,edge,280.7222827,0,0.3,0,1,0.6,8,31
S18,502,75.66372975,center,280.7222827,0,0.3,0,1,0.6,8,31
S19,540,64.66065264,edge,280.7222827,0,0.3,0,1,0.6,8,31
S20,619,41.76122604,edge,280.7222827,0,0.3,0,1,0.6,8,31
S21,657,18.02775638,edge,280.7222827,0,0.3,0,1,0.6,8,31
S22,585,7.280109889,edge,280.7222827,0,0.3,0,1,0.6,8,31
S23,583,30.41381265,edge,280.7222827,0,0.3,0,1,0.6,8,31
S24,521,52.88667129,edge,280.7222827,0,0.3,0,1,0.6,8,31
S25,524,76.29547824,center,280.7222827,0,0.3,0,1,0.6,8,31
S26,541,88.1192374,center,280.7222827,0,0.3,0,1,0.6,8,31
S27,563,67.44627492,edge,280.7222827,0,0.3,0,1,0.6,8,31
S28,574,44.77722635,edge,280.7222827,0,0.3,0,1,0.6,8,31
S29,606,22.13594362,edge,280.7222827,0,0.3,0,1,0.6,8,31
S30,580,22.84731932,edge,280.7222827,0,0.3,0,1,0.6,8,31
S31,562,45.607017,edge,280.7222827,0,0.3,0,1,0.6,8,31
S32,549,59.94163828,edge,280.7222827,0,0.3,0,1,0.6,8,31
S33,563,64.5368112,edge,280.7222827,0,0.3,0,1,0.6,8,31
S34,549,55.56977596,edge,280.7222827,0,0.3,0,1,0.6,8,31
S35,585,37.69615365,edge,280.7222827,0,0.3,0,1,0.6,8,31
S36,612,14.86606875,edge,280.7222827,0,0.3,0,1,0.6,8,31
S37,656,12.80624847,edge,280.7222827,0,0.3,0,1,0.6,8,31
S38,603,29.27456234,edge,280.7222827,0,0.3,0,1,0.6,8,31
S39,617,37.64306045,edge,280.7222827,0,0.3,0,1,0.6,8,31
S40,575,41.43669871,edge,280.7222827,0,0.3,0,1,0.6,8,31
S41,535,34.98571137,edge,280.7222827,0,0.3,0,1,0.6,8,31
S42,571,24.33105012,edge,280.7222827,0,0.3,0,1,0.6,8,31
S43,713,5.385164807,edge,280.7222827,0,0.3,0,1,0.6,8,31
S44,683,6.403124237,edge,280.7222827,0,0.3,0,1,0.6,8,31
S45,694,16.2788206,edge,280.7222827,0,0.3,0,1,0.6,8,31
S46,637,19,edge,280.7222827,0,0.3,0,1,0.6,8,31
S47,601,13.34166406,edge,280.7222827,0,0.3,0,1,0.6,8,31
S48,674,4,edge,280.7222827,0,0.3,0,1,0.6,8,31
S1,717,4.123105626,edge,281.4284989,0,0.3,0,1,0.6,8,32
S2,668,15.23154621,edge,281.4284989,0,0.3,0,1,0.6,8,32
S3,594,24.0208243,edge,281.4284989,0,0.3,0,1,0.6,8,32
S4,612,27.89265136,edge,281.4284989,0,0.3,0,1,0.6,8,32
S5,647,21.58703314,edge,281.4284989,0,0.3,0,1,0.6,8,32
S6,677,10.29563014,edge,281.4284989,0,0.3,0,1,0.6,8,32
S7,642,17.4642492,edge,281.4284989,0,0.3,0,1,0.6,8,32
S8,604,37.57658846,edge,281.4284989,0,0.3,0,1,0.6,8,32
S9,564,46.81879964,edge,281.4284989,0,0.3,0,1,0.6,8,32
S10,562,51.4781507,edge,281.4284989,0,0.3,0,1,0.6,8,32
S11,592,43.32435804,edge,281.4284989,0,0.3,0,1,0.6,8,32
S12,614,29.06888371,edge,281.4284989,0,0.3,0,1,0.6,8,32
S13,731,9.219544457,edge,281.4284989,0,0.3,0,1,0.6,8,32
S14,617,26.40075756,edge,281.4284989,0,0.3,0,1,0.6,8,32
S15,567,49.24428901,edge,281.4284989,0,0.3,0,1,0.6,8,32
S16,521,68.87670143,edge,281.4284989,0,0.3,0,1,0.6,8,32
S17,532,74.04052944,center,281.4284989,0,0.3,0,1,0.6,8,32
S18,565,62.43396512,edge,281.4284989,0,0.3,0,1,0.6,8,32
S19,632,40.31128874,edge,281.4284989,0,0.3,0,1,0.6,8,32
S20,662,18.02775638,edge,281.4284989,0,0.3,0,1,0.6,8,32
S21,713,7.211102551,edge,281.4284989,0,0.3,0,1,0.6,8,32
S22,638,30.2654919,edge,281.4284989,0,0.3,0,1,0.6,8,32
S23,596,53.45091206,edge,281.4284989,0,0.3,0,1,0.6,8,32
S24,551,76.68767828,center,281.4284989,0,0.3,0,1,0.6,8,32
S25,531,89.49860334,center,281.4284989,0,0.3,0,1,0.6,8,32
S26,554,68.30812543,edge,281.4284989,0,0.3,0,1,0.6,8,32
S27,632,45.89117562,edge,281.4284989,0,0.3,0,1,0.6,8,32
S28,646,22.84731932,edge,281.4284989,0,0.3,0,1,0.6,8,32
S29,621,23.2594067,edge,281.4284989,0,0.3,0,1,0.6,8,32
S30,567,46.09772229,edge,281.4284989,0,0.3,0,1,0.6,8,32
S31,547,62.03224968,edge,281.4284989,0,0.3,0,1,0.6,8,32
S32,511,66.40783086,edge,281.4284989,0,0.3,0,1,0.6,8,32
S33,562,58.00862005,edge,281.4284989,0,0.3,0,1,0.6,8,32
S34,620,36.40054945,edge,281.4284989,0,0.3,0,1,0.6,8,32
S35,665,15.62049935,edge,281.4284989,0,0.3,0,1,0.6,8,32
S36,715,13,edge,281.4284989,0,0.3,0,1,0.6,8,32
S37,602,29.73213749,edge,281.4284989,0,0.3,0,1,0.6,8,32
S38,561,39.2173431,edge,281.4284989,0,0.3,0,1,0.6,8,32
S39,595,44.27188724,edge,281.4284989,0,0.3,0,1,0.6,8,32
S40,622,36.40054945,edge,281.4284989,0,0.3,0,1,0.6,8,32
S41,661,25.07987241,edge,281.4284989,0,0.3,0,1,0.6,8,32
S42,706,5.656854249,edge,281.4284989,0,0.3,0,1,0.6,8,32
S43,639,9.433981132,edge,281.4284989,0,0.3,0,1,0.6,8,32
S44,627,16.76305461,edge,281.4284989,0,0.3,0,1,0.6,8,32
S45,650,21,edge,281.4284989,0,0.3,0,1,0.6,8,32
S46,679,15.26433752,edge,281.4284989,0,0.3,0,1,0.6,8,32
S47,733,5.385164807,edge,281.4284989,0,0.3,0,1,0.6,8,32
S1,703,2.828427125,edge,278.6144289,0,0.3,0,1,0.6,8,33
S2,711,15.23154621,edge,278.6144289,0,0.3,0,1,0.6,8,33
S3,640,24.04163056,edge,278.6144289,0,0.3,0,1,0.6,8,33
S4,619,26.07680962,edge,278.6144289,0,0.3,0,1,0.6,8,33
S5,690,20.1246118,edge,278.6144289,0,0.3,0,1,0.6,8,33
S6,720,10,edge,278.6144289,0,0.3,0,1,0.6,8,33
S7,659,16.64331698,edge,278.6144289,0,0.3,0,1,0.6,8,33
S8,621,35.4682957,edge,278.6144289,0,0.3,0,1,0.6,8,33
S9,598,46.09772229,edge,278.6144289,0,0.3,0,1,0.6,8,33
S10,641,50.03998401,edge,278.6144289,0,0.3,0,1,0.6,8,33
S11,642,42.05948169,edge,278.6144289,0,0.3,0,1,0.6,8,33
S12,689,26.2488095,edge,278.6144289,0,0.3,0,1,0.6,8,33
S13,773,5.385164807,edge,278.6144289,0,0.3,0,1,0.6,8,33
S14,642,26.83281573,edge,278.6144289,0,0.3,0,1,0.6,8,33
S15,634,49.04079934,edge,278.6144289,0,0.3,0,1,0.6,8,33
S16,601,68.68041933,edge,278.6144289,0,0.3,0,1,0.6,8,33
S17,598,73.1641989,center,278.6144289,0,0.3,0,1,0.6,8,33
S18,594,58.69412236,edge,278.6144289,0,0.3,0,1,0.6,8,33
S19,648,36.67424164,edge,278.6144289,0,0.3,0,1,0.6,8,33
S20,734,13.89244399,edge,278.6144289,0,0.3,0,1,0.6,8,33
S21,736,9.219544457,edge,278.6144289,0,0.3,0,1,0.6,8,33
S22,627,31.04834939,edge,278.6144289,0,0.3,0,1,0.6,8,33
S23,594,54.40588203,edge,278.6144289,0,0.3,0,1,0.6,8,33
S24,573,76.96752562,center,278.6144289,0,0.3,0,1,0.6,8,33
S25,583,86.28441342,center,278.6144289,0,0.3,0,1,0.6,8,33
S26,590,64.41273166,edge,278.6144289,0,0.3,0,1,0.6,8,33
S27,636,41.48493703,edge,278.6144289,0,0.3,0,1,0.6,8,33
S28,661,19.41648784,edge,278.6144289,0,0.3,0,1,0.6,8,33
S29,648,23.40939982,edge,278.6144289,0,0.3,0,1,0.6,8,33
S30,588,45.607017,edge,278.6144289,0,0.3,0,1,0.6,8,33
S31,628,60.40695324,edge,278.6144289,0,0.3,0,1,0.6,8,33
S32,557,64.84597135,edge,278.6144289,0,0.3,0,1,0.6,8,33
S33,596,53.71219601,edge,278.6144289,0,0.3,0,1,0.6,8,33
S34,639,33.30165161,edge,278.6144289,0,0.3,0,1,0.6,8,33
S35,676,10.81665383,edge,278.6144289,0,0.3,0,1,0.6,8,33
S36,692,12.64911064,edge,278.6144289,0,0.3,0,1,0.6,8,33
S37,656,28.01785145,edge,278.6144289,0,0.3,0,1,0.6,8,33
S38,623,38.58756276,edge,278.6144289,0,0.3,0,1,0.6,8,33
S39,584,41.01219331,edge,278.6144289,0,0.3,0,1,0.6,8,33
S40,630,33.54101966,edge,278.6144289,0,0.3,0,1,0.6,8,33
S41,665,20.61552813,edge,278.6144289,0,0.3,0,1,0.6,8,33
S42,720,8.602325267,edge,278.6144289,0,0.3,0,1,0.6,8,33
S43,664,16.1245155,edge,278.6144289,0,0.3,0,1,0.6,8,33
S44,680,17.02938637,edge,278.6144289,0,0.3,0,1,0.6,8,33
S45,698,11.18033989,edge,278.6144289,0,0.3,0,1,0.6,8,33
S1,747,3.16227766,edge,277.8938646,0,0.3,0,1,0.6,8,34
S2,650,16.4924225,edge,277.8938646,0,0.3,0,1,0.6,8,34
S3,602,25.07987241,edge,277.8938646,0,0.3,0,1,0.6,8,34
S4,637,27.01851217,edge,277.8938646,0,0.3,0,1,0.6,8,34
S5,735,21.9317122,edge,277.8938646,0,0.3,0,1,0.6,8,34
S6,693,10,edge,277.8938646,0,0.3,0,1,0.6,8,34
S7,686,15.8113883,edge,277.8938646,0,0.3,0,1,0.6,8,34
S8,579,37.20215048,edge,277.8938646,0,0.3,0,1,0.6,8,34
S9,569,47.16990566,edge,277.8938646,0,0.3,0,1,0.6,8,34
S10,582,50.99019514,edge,277.8938646,0,0.3,0,1,0.6,8,34
S11,600,42.72001873,edge,277.8938646,0,0.3,0,1,0.6,8,34
S12,627,29.41088234,edge,277.8938646,0,0.3,0,1,0.6,8,34
S13,693,8.246211251,edge,277.8938646,0,0.3,0,1,0.6,8,34
S14,594,25.94224354,edge,277.8938646,0,0.3,0,1,0.6,8,34
S15,554,48.46648326,edge,277.8938646,0,0.3,0,1,0.6,8,34
S16,557,69.35416354,edge,277.8938646,0,0.3,0,1,0.6,8,34
S17,573,74.21590126,center,277.8938646,0,0.3,0,1,0.6,8,34
S18,578,61.74139616,edge,277.8938646,0,0.3,0,1,0.6,8,34
S19,565,39.45883931,edge,277.8938646,0,0.3,0,1,0.6,8,34
S20,649,16.15549442,edge,277.8938646,0,0.3,0,1,0.6,8,34
S21,766,7.615773106,edge,277.8938646,0,0.3,0,1,0.6,8,34
S22,612,31.144823,edge,277.8938646,0,0.3,0,1,0.6,8,34
S23,548,54.5710546,edge,277.8938646,0,0.3,0,1,0.6,8,34
S24,512,76.94153625,center,277.8938646,0,0.3,0,1,0.6,8,34
S25,532,87.09190548,center,277.8938646,0,0.3,0,1,0.6,8,34
S26,549,66.40783086,edge,277.8938646,0,0.3,0,1,0.6,8,34
S27,552,43.96589587,edge,277.8938646,0,0.3,0,1,0.6,8,34
S28,658,20.09975124,edge,277.8938646,0,0.3,0,1,0.6,8,34
S29,667,23.32380758,edge,277.8938646,0,0.3,0,1,0.6,8,34
S30,576,43.56604182,edge,277.8938646,0,0.3,0,1,0.6,8,34
S31,542,59.94163828,edge,277.8938646,0,0.3,0,1,0.6,8,34
S32,511,64.88451279,edge,277.8938646,0,0.3,0,1,0.6,8,34
S33,548,55.03635162,edge,277.8938646,0,0.3,0,1,0.6,8,34
S34,589,34.92849839,edge,277.8938646,0,0.3,0,1,0.6,8,34
S35,635,13.03840481,edge,277.8938646,0,0.3,0,1,0.6,8,34
S36,653,12.16552506,edge,277.8938646,0,0.3,0,1,0.6,8,34
S37,612,29.27456234,edge,277.8938646,0,0.3,0,1,0.6,8,34
S38,554,38.27531842,edge,277.8938646,0,0.3,0,1,0.6,8,34
S39,516,41.59326869,edge,277.8938646,0,0.3,0,1,0.6,8,34
S40,575,33.95585369,edge,277.8938646,0,0.3,0,1,0.6,8,34
S41,609,22.47220505,edge,277.8938646,0,0.3,0,1,0.6,8,34
S42,694,6.403124237,edge,277.8938646,0,0.3,0,1,0.6,8,34
S43,606,14.86606875,edge,277.8938646,0,0.3,0,1,0.6,8,34
S44,588,18,edge,277.8938646,0,0.3,0,1,0.6,8,34
S45,627,11.40175425,edge,277.8938646,0,0.3,0,1,0.6,8,34
S1,714,4.123105626,edge,276.4796557,0,0.3,0,1,0.6,8,35
S2,621,16.76305461,edge,276.4796557,0,0.3,0,1,0.6,8,35
S3,624,25.55386468,edge,276.4796557,0,0.3,0,1,0.6,8,35
S4,580,27.89265136,edge,276.4796557,0,0.3,0,1,0.6,8,35
S5,618,20.88061302,edge,276.4796557,0,0.3,0,1,0.6,8,35
S6,699,10.63014581,edge,276.4796557,0,0.3,0,1,0.6,8,35
S7,589,18.86796226,edge,276.4796557,0,0.3,0,1,0.6,8,35
S8,583,37.69615365,edge,276.4796557,0,0.3,0,1,0.6,8,35
S9,560,47.80167361,edge,276.4796557,0,0.3,0,1,0.6,8,35
S10,559,50.59644256,edge,276.4796557,0,0.3,0,1,0.6,8,35
S11,571,43.65775991,edge,276.4796557,0,0.3,0,1,0.6,8,35
S12,609,27.73084925,edge,276.4796557,0,0.3,0,1,0.6,8,35
S13,704,8.062257748,edge,276.4796557,0,0.3,0,1,0.6,8,35
S14,690,6.403124237,edge,276.4796557,0,0.3,0,1,0.6,8,35
S15,605,27.51363298,edge,276.4796557,0,0.3,0,1,0.6,8,35
S16,526,50.15974482,edge,276.4796557,0,0.3,0,1,0.6,8,35
S17,555,69.97142274,center,276.4796557,0,0.3,0,1,0.6,8,35
S18,535,73.75635566,center,276.4796557,0,0.3,0,1,0.6,8,35
S19,560,60.53924347,edge,276.4796557,0,0.3,0,1,0.6,8,35
S20,603,37.94733192,edge,276.4796557,0,0.3,0,1,0.6,8,35
S21,676,16.15549442,edge,276.4796557,0,0.3,0,1,0.6,8,35
S22,667,7.615773106,edge,276.4796557,0,0.3,0,1,0.6,8,35
S23,590,31.144823,edge,276.4796557,0,0.3,0,1,0.6,8,35
S24,561,54.74486277,edge,276.4796557,0,0.3,0,1,0.6,8,35
S25,533,77.25283166,center,276.4796557,0,0.3,0,1,0.6,8,35
S26,529,84.11896338,center,276.4796557,0,0.3,0,1,0.6,8,35
S27,559,64.84597135,edge,276.4796557,0,0.3,0,1,0.6,8,35
S28,600,42.01190308,edge,276.4796557,0,0.3,0,1,0.6,8,35
S29,592,18.02775638,edge,276.4796557,0,0.3,0,1,0.6,8,35
S30,590,23.76972865,edge,276.4796557,0,0.3,0,1,0.6,8,35
S31,541,45.54119015,edge,276.4796557,0,0.3,0,1,0.6,8,35
S32,510,59.9082632,edge,276.4796557,0,0.3,0,1,0.6,8,35
S33,547,62.64982043,edge,276.4796557,0,0.3,0,1,0.6,8,35
S34,582,52.32590181,edge,276.4796557,0,0.3,0,1,0.6,8,35
S35,579,33.10589071,edge,276.4796557,0,0.3,0,1,0.6,8,35
S36,655,11.40175425,edge,276.4796557,0,0.3,0,1,0.6,8,35
S37,660,13.45362405,edge,276.4796557,0,0.3,0,1,0.6,8,35
S38,591,27.45906044,edge,276.4796557,0,0.3,0,1,0.6,8,35
S39,568,37.64306045,edge,276.4796557,0,0.3,0,1,0.6,8,35
S40,581,39.05124838,edge,276.4796557,0,0.3,0,1,0.6,8,35
S41,587,30.52867504,edge,276.4796557,0,0.3,0,1,0.6,8,35
S42,644,18.38477631,edge,276.4796557,0,0.3,0,1,0.6,8,35
S43,670,6.708203932,edge,276.4796557,0,0.3,0,1,0.6,8,35
S44,641,14.56021978,edge,276.4796557,0,0.3,0,1,0.6,8,35
S45,633,16.15549442,edge,276.4796557,0,0.3,0,1,0.6,8,35
S46,662,10.29563014,edge,276.4796557,0,0.3,0,1,0.6,8,35
S1,691,4,edge,277.1858582,0,0.3,0,1,0.6,8,36
S2,635,4.123105626,edge,277.1858582,0,0.3,0,1,0.6,8,36
S3,589,16.64331698,edge,277.1858582,0,0.3,0,1,0.6,8,36
S4,622,26,edge,277.1858582,0,0.3,0,1,0.6,8,36
S5,624,27.89265136,edge,277.1858582,0,0.3,0,1,0.6,8,36
S6,668,21.09502311,edge,277.1858582,0,0.3,0,1,0.6,8,36
S7,715,10.63014581,edge,277.1858582,0,0.3,0,1,0.6,8,36
S8,634,17.80449381,edge,277.1858582,0,0.3,0,1,0.6,8,36
S9,552,37.53664876,edge,277.1858582,0,0.3,0,1,0.6,8,36
S10,578,48.08326112,edge,277.1858582,0,0.3,0,1,0.6,8,36
S11,553,51.4781507,edge,277.1858582,0,0.3,0,1,0.6,8,36
S12,602,43.0464865,edge,277.1858582,0,0.3,0,1,0.6,8,36
S13,642,27.78488798,edge,277.1858582,0,0.3,0,1,0.6,8,36
S14,712,7.071067812,edge,277.1858582,0,0.3,0,1,0.6,8,36
S15,581,26.92582404,edge,277.1858582,0,0.3,0,1,0.6,8,36
S16,534,49.64876635,edge,277.1858582,0,0.3,0,1,0.6,8,36
S17,522,70.23531875,center,277.1858582,0,0.3,0,1,0.6,8,36
S18,518,74.46475676,center,277.1858582,0,0.3,0,1,0.6,8,36
S19,556,60.41522987,edge,277.1858582,0,0.3,0,1,0.6,8,36
S20,604,38.27531842,edge,277.1858582,0,0.3,0,1,0.6,8,36
S21,694,17.4642492,edge,277.1858582,0,0.3,0,1,0.6,8,36
S22,665,7.071067812,edge,277.1858582,0,0.3,0,1,0.6,8,36
S23,583,30.3644529,edge,277.1858582,0,0.3,0,1,0.6,8,36
S24,500,53.75872022,edge,277.1858582,0,0.3,0,1,0.6,8,36
S25,504,76.92203845,center,277.1858582,0,0.3,0,1,0.6,8,36
S26,540,84.97058314,center,277.1858582,0,0.3,0,1,0.6,8,36
S27,518,64.76109943,edge,277.1858582,0,0.3,0,1,0.6,8,36
S28,559,41.78516483,edge,277.1858582,0,0.3,0,1,0.6,8,36
S29,651,19.10497317,edge,277.1858582,0,0.3,0,1,0.6,8,36
S30,560,23.2594067,edge,277.1858582,0,0.3,0,1,0.6,8,36
S31,540,43.84062043,edge,277.1858582,0,0.3,0,1,0.6,8,36
S32,505,58.30951895,edge,277.1858582,0,0.3,0,1,0.6,8,36
S33,539,62.09669879,edge,277.1858582,0,0.3,0,1,0.6,8,36
S34,542,52.49761899,edge,277.1858582,0,0.3,0,1,0.6,8,36
S35,593,32.75667871,edge,277.1858582,0,0.3,0,1,0.6,8,36
S36,680,12.64911064,edge,277.1858582,0,0.3,0,1,0.6,8,36
S37,691,9.899494937,edge,277.1858582,0,0.3,0,1,0.6,8,36
S38,548,26.68332813,edge,277.1858582,0,0.3,0,1,0.6,8,36
S39,523,36.49657518,edge,277.1858582,0,0.3,0,1,0.6,8,36
S40,537,39.20459157,edge,277.1858582,0,0.3,0,1,0.6,8,36
S41,596,31.30495168,edge,277.1858582,0,0.3,0,1,0.6,8,36
S42,602,18.86796226,edge,277.1858582,0,0.3,0,1,0.6,8,36
S43,635,6.32455532,edge,277.1858582,0,0.3,0,1,0.6,8,36
S44,579,13.03840481,edge,277.1858582,0,0.3,0,1,0.6,8,36
S45,555,15.5241747,edge,277.1858582,0,0.3,0,1,0.6,8,36
S46,593,10.44030651,edge,277.1858582,0,0.3,0,1,0.6,8,36
S1,677,5.830951895,edge,280.0178566,0,0.3,0,1,0.6,8,37
S2,756,3.16227766,edge,280.0178566,0,0.3,0,1,0.6,8,37
S3,644,17.08800749,edge,280.0178566,0,0.3,0,1,0.6,8,37
S4,637,25.3179778,edge,280.0178566,0,0.3,0,1,0.6,8,37
S5,619,29.12043956,edge,280.0178566,0,0.3,0,1,0.6,8,37
S6,622,23.60084744,edge,280.0178566,0,0.3,0,1,0.6,8,37
S7,687,11.66190379,edge,280.0178566,0,0.3,0,1,0.6,8,37
S8,658,18.97366596,edge,280.0178566,0,0.3,0,1,0.6,8,37
S9,597,36.79673899,edge,280.0178566,0,0.3,0,1,0.6,8,37
S10,564,48.54894438,edge,280.0178566,0,0.3,0,1,0.6,8,37
S11,548,52.49761899,edge,280.0178566,0,0.3,0,1,0.6,8,37
S12,573,42.72001873,edge,280.0178566,0,0.3,0,1,0.6,8,37
S13,613,28.8444102,edge,280.0178566,0,0.3,0,1,0.6,8,37
S14,720,8.246211251,edge,280.0178566,0,0.3,0,1,0.6,8,37
S15,623,28.01785145,edge,280.0178566,0,0.3,0,1,0.6,8,37
S16,555,49.64876635,edge,280.0178566,0,0.3,0,1,0.6,8,37
S17,523,70.00714249,center,280.0178566,0,0.3,0,1,0.6,8,37
S18,554,75.69015788,center,280.0178566,0,0.3,0,1,0.6,8,37
S19,523,61.74139616,edge,280.0178566,0,0.3,0,1,0.6,8,37
S20,572,40.24922359,edge,280.0178566,0,0.3,0,1,0.6,8,37
S21,662,17.08800749,edge,280.0178566,0,0.3,0,1,0.6,8,37
S22,659,8.062257748,edge,280.0178566,0,0.3,0,1,0.6,8,37
S23,581,31.40063694,edge,280.0178566,0,0.3,0,1,0.6,8,37
S24,571,54.12023651,edge,280.0178566,0,0.3,0,1,0.6,8,37
S25,563,77.46612163,center,280.0178566,0,0.3,0,1,0.6,8,37
S26,539,87.66413178,center,280.0178566,0,0.3,0,1,0.6,8,37
S27,539,68.00735254,edge,280.0178566,0,0.3,0,1,0.6,8,37
S28,544,44.91102315,edge,280.0178566,0,0.3,0,1,0.6,8,37
S29,632,21.84032967,edge,280.0178566,0,0.3,0,1,0.6,8,37
S30,576,24.8394847,edge,280.0178566,0,0.3,0,1,0.6,8,37
S31,567,45.27692569,edge,280.0178566,0,0.3,0,1,0.6,8,37
S32,544,60.46486583,edge,280.0178566,0,0.3,0,1,0.6,8,37
S33,528,65.76473219,edge,280.0178566,0,0.3,0,1,0.6,8,37
S34,526,56.93856338,edge,280.0178566,0,0.3,0,1,0.6,8,37
S35,530,37.21558813,edge,280.0178566,0,0.3,0,1,0.6,8,37
S36,631,15.13274595,edge,280.0178566,0,0.3,0,1,0.6,8,37
S37,603,13.89244399,edge,280.0178566,0,0.3,0,1,0.6,8,37
S38,606,27.85677655,edge,280.0178566,0,0.3,0,1,0.6,8,37
S39,563,37.65634077,edge,280.0178566,0,0.3,0,1,0.6,8,37
S40,586,42.10700654,edge,280.0178566,0,0.3,0,1,0.6,8,37
S41,593,34.4818793,edge,280.0178566,0,0.3,0,1,0.6,8,37
S42,648,24.04163056,edge,280.0178566,0,0.3,0,1,0.6,8,37
S43,713,3.605551275,edge,280.0178566,0,0.3,0,1,0.6,8,37
S44,677,8.062257748,edge,280.0178566,0,0.3,0,1,0.6,8,37
S45,678,14.76482306,edge,280.0178566,0,0.3,0,1,0.6,8,37
S46,637,18.24828759,edge,280.0178566,0,0.3,0,1,0.6,8,37
S47,647,12.20655562,edge,280.0178566,0,0.3,0,1,0.6,8,37
S48,690,5.099019514,edge,280.0178566,0,0.3,0,1,0.6,8,37
S1,758,6.08276253,edge,281.4284989,0,0.3,0,1,0.6,8,38
S2,629,15.8113883,edge,281.4284989,0,0.3,0,1,0.6,8,38
S3,682,25,edge,281.4284989,0,0.3,0,1,0.6,8,38
S4,647,27.51363298,edge,281.4284989,0,0.3,0,1,0.6,8,38
S5,637,21.9317122,edge,281.4284989,0,0.3,0,1,0.6,8,38
S6,689,12.20655562,edge,281.4284989,0,0.3,0,1,0.6,8,38
S7,578,15.5241747,edge,281.4284989,0,0.3,0,1,0.6,8,38
S8,592,34.43835072,edge,281.4284989,0,0.3,0,1,0.6,8,38
S9,564,46.4865572,edge,281.4284989,0,0.3,0,1,0.6,8,38
S10,560,50.69516742,edge,281.4284989,0,0.3,0,1,0.6,8,38
S11,586,43.38202393,edge,281.4284989,0,0.3,0,1,0.6,8,38
S12,715,29.52964612,edge,281.4284989,0,0.3,0,1,0.6,8,38
S13,775,10.63014581,edge,281.4284989,0,0.3,0,1,0.6,8,38
S14,530,25.49509757,edge,281.4284989,0,0.3,0,1,0.6,8,38
S15,550,47.80167361,edge,281.4284989,0,0.3,0,1,0.6,8,38
S16,537,67.42403132,edge,281.4284989,0,0.3,0,1,0.6,8,38
S17,539,74.14849965,center,281.4284989,0,0.3,0,1,0.6,8,38
S18,597,62.80127387,edge,281.4284989,0,0.3,0,1,0.6,8,38
S19,636,40.31128874,edge,281.4284989,0,0.3,0,1,0.6,8,38
S20,718,19.10497317,edge,281.4284989,0,0.3,0,1,0.6,8,38
S21,595,29.73213749,edge,281.4284989,0,0.3,0,1,0.6,8,38
S22,546,52.49761899,edge,281.4284989,0,0.3,0,1,0.6,8,38
S23,533,75.6439026,center,281.4284989,0,0.3,0,1,0.6,8,38
S24,522,88.84255737,center,281.4284989,0,0.3,0,1,0.6,8,38
S25,557,68.8839604,edge,281.4284989,0,0.3,0,1,0.6,8,38
S26,610,45.88027899,edge,281.4284989,0,0.3,0,1,0.6,8,38
S27,646,23.34523506,edge,281.4284989,0,0.3,0,1,0.6,8,38
S28,607,22.13594362,edge,281.4284989,0,0.3,0,1,0.6,8,38
S29,582,44.65422712,edge,281.4284989,0,0.3,0,1,0.6,8,38
S30,537,58.87274412,edge,281.4284989,0,0.3,0,1,0.6,8,38
S31,557,65.30696747,edge,281.4284989,0,0.3,0,1,0.6,8,38
S32,567,56.93856338,edge,281.4284989,0,0.3,0,1,0.6,8,38
S33,610,37.80211634,edge,281.4284989,0,0.3,0,1,0.6,8,38
S34,745,16.1245155,edge,281.4284989,0,0.3,0,1,0.6,8,38
S35,643,11.18033989,edge,281.4284989,0,0.3,0,1,0.6,8,38
S36,635,27.65863337,edge,281.4284989,0,0.3,0,1,0.6,8,38
S37,583,37.44329045,edge,281.4284989,0,0.3,0,1,0.6,8,38
S38,566,42.05948169,edge,281.4284989,0,0.3,0,1,0.6,8,38
S39,619,35.34119409,edge,281.4284989,0,0.3,0,1,0.6,8,38
S40,612,23.70653918,edge,281.4284989,0,0.3,0,1,0.6,8,38
S41,742,5.099019514,edge,281.4284989,0,0.3,0,1,0.6,8,38
S42,679,7.615773106,edge,281.4284989,0,0.3,0,1,0.6,8,38
S43,597,15.5241747,edge,281.4284989,0,0.3,0,1,0.6,8,38
S44,609,20.24845673,edge,281.4284989,0,0.3,0,1,0.6,8,38
S45,609,15.13274595,edge,281.4284989,0,0.3,0,1,0.6,8,38
S46,670,4.472135955,edge,281.4284989,0,0.3,0,1,0.6,8,38
S1,676,5.385164807,edge,276.4796557,0,0.3,0,1,0.6,8,39
S2,601,16.1245155,edge,276.4796557,0,0.3,0,1,0.6,8,39
S3,589,25.07987241,edge,276.4796557,0,0.3,0,1,0.6,8,39
S4,604,28.44292531,edge,276.4796557,0,0.3,0,1,0.6,8,39
S5,645,22.36067977,edge,276.4796557,0,0.3,0,1,0.6,8,39
S6,628,10,edge,276.4796557,0,0.3,0,1,0.6,8,39
S7,674,17.02938637,edge,276.4796557,0,0.3,0,1,0.6,8,39
S8,576,35.4682957,edge,276.4796557,0,0.3,0,1,0.6,8,39
S9,530,47.70744177,edge,276.4796557,0,0.3,0,1,0.6,8,39
S10,507,52.23983155,edge,276.4796557,0,0.3,0,1,0.6,8,39
S11,575,43.8634244,edge,276.4796557,0,0.3,0,1,0.6,8,39
S12,620,27.80287755,edge,276.4796557,0,0.3,0,1,0.6,8,39
S13,698,6.708203932,edge,276.4796557,0,0.3,0,1,0.6,8,39
