sample,mutation_count,min_distance,location,max_distance,s_coef,death_rate,adv_rate,push_prop,mut_rate,sample_diameter,seed
S38,712,12.08304597,edge,276.4796557,0,0.3,0,1,0.6,8,80
S39,665,27.73084925,edge,276.4796557,0,0.3,0,1,0.6,8,80
S40,573,35.44009029,edge,276.4796557,0,0.3,0,1,0.6,8,80
S41,567,40.31128874,edge,276.4796557,0,0.3,0,1,0.6,8,80
S42,567,32.44996148,edge,276.4796557,0,0.3,0,1,0.6,8,80
S43,604,20.61552813,edge,276.4796557,0,0.3,0,1,0.6,8,80
S44,732,6.708203932,edge,276.4796557,0,0.3,0,1,0.6,8,80
S45,673,14.03566885,edge,276.4796557,0,0.3,0,1,0.6,8,80
S46,621,17.11724277,edge,276.4796557,0,0.3,0,1,0.6,8,80
S47,617,10.19803903,edge,276.4796557,0,0.3,0,1,0.6,8,80
S1,719,3.16227766,edge,279.3080736,0,0.3,0,1,0.6,8,81
S2,612,16.15549442,edge,279.3080736,0,0.3,0,1,0.6,8,81
S3,590,26.07680962,edge,279.3080736,0,0.3,0,1,0.6,8,81
S4,623,27.01851217,edge,279.3080736,0,0.3,0,1,0.6,8,81
S5,602,21.9317122,edge,279.3080736,0,0.3,0,1,0.6,8,81
S6,664,12.64911064,edge,279.3080736,0,0.3,0,1,0.6,8,81
S7,607,17.02938637,edge,279.3080736,0,0.3,0,1,0.6,8,81
S8,599,37.58989226,edge,279.3080736,0,0.3,0,1,0.6,8,81
S9,552,48.08326112,edge,279.3080736,0,0.3,0,1,0.6,8,81
S10,592,51.00980298,edge,279.3080736,0,0.3,0,1,0.6,8,81
S11,577,44.41846463,edge,279.3080736,0,0.3,0,1,0.6,8,81
S12,590,30,edge,279.3080736,0,0.3,0,1,0.6,8,81
S13,698,9.433981132,edge,279.3080736,0,0.3,0,1,0.6,8,81
S14,596,26.2488095,edge,279.3080736,0,0.3,0,1,0.6,8,81
S15,579,49.39635614,edge,279.3080736,0,0.3,0,1,0.6,8,81
S16,502,69.7782201,edge,279.3080736,0,0.3,0,1,0.6,8,81
S17,497,74.33034374,center,279.3080736,0,0.3,0,1,0.6,8,81
S18,545,61.91122677,edge,279.3080736,0,0.3,0,1,0.6,8,81
S19,585,39.56008089,edge,279.3080736,0,0.3,0,1,0.6,8,81
S20,629,17.88854382,edge,279.3080736,0,0.3,0,1,0.6,8,81
S21,682,8.94427191,edge,279.3080736,0,0.3,0,1,0.6,8,81
S22,610,30.3644529,edge,279.3080736,0,0.3,0,1,0.6,8,81
S23,552,53.71219601,edge,279.3080736,0,0.3,0,1,0.6,8,81
S24,528,76.24303247,center,279.3080736,0,0.3,0,1,0.6,8,81
S25,502,88.19297024,center,279.3080736,0,0.3,0,1,0.6,8,81
S26,517,67.44627492,edge,279.3080736,0,0.3,0,1,0.6,8,81
S27,592,44.27188724,edge,279.3080736,0,0.3,0,1,0.6,8,81
S28,625,21.09502311,edge,279.3080736,0,0.3,0,1,0.6,8,81
S29,682,23.40939982,edge,279.3080736,0,0.3,0,1,0.6,8,81
S30,590,45.31004304,edge,279.3080736,0,0.3,0,1,0.6,8,81
S31,527,59.22837158,edge,279.3080736,0,0.3,0,1,0.6,8,81
S32,507,65.30696747,edge,279.3080736,0,0.3,0,1,0.6,8,81
S33,544,55.47071299,edge,279.3080736,0,0.3,0,1,0.6,8,81
S34,581,34.66987165,edge,279.3080736,0,0.3,0,1,0.6,8,81
S35,663,14.31782106,edge,279.3080736,0,0.3,0,1,0.6,8,81
S36,633,13.41640786,edge,279.3080736,0,0.3,0,1,0.6,8,81
S37,602,28.23118843,edge,279.3080736,0,0.3,0,1,0.6,8,81
S38,588,36.05551275,edge,279.3080736,0,0.3,0,1,0.6,8,81
S39,542,42.05948169,edge,279.3080736,0,0.3,0,1,0.6,8,81
S40,606,34.78505426,edge,279.3080736,0,0.3,0,1,0.6,8,81
S41,615,23.43074903,edge,279.3080736,0,0.3,0,1,0.6,8,81
S42,674,8.544003745,edge,279.3080736,0,0.3,0,1,0.6,8,81
S43,607,15.13274595,edge,279.3080736,0,0.3,0,1,0.6,8,81
S44,644,19.41648784,edge,279.3080736,0,0.3,0,1,0.6,8,81
S45,660,13.03840481,edge,279.3080736,0,0.3,0,1,0.6,8,81
S46,717,4.242640687,edge,279.3080736,0,0.3,0,1,0.6,8,81
S1,736,6.403124237,edge,277.8938646,0,0.3,0,1,0.6,8,82
S2,686,17.08800749,edge,277.8938646,0,0.3,0,1,0.6,8,82
S3,604,25,edge,277.8938646,0,0.3,0,1,0.6,8,82
S4,640,29.27456234,edge,277.8938646,0,0.3,0,1,0.6,8,82
S5,639,21.63330765,edge,277.8938646,0,0.3,0,1,0.6,8,82
S6,678,12.36931688,edge,277.8938646,0,0.3,0,1,0.6,8,82
S7,612,17.08800749,edge,277.8938646,0,0.3,0,1,0.6,8,82
S8,598,37.53664876,edge,277.8938646,0,0.3,0,1,0.6,8,82
S9,563,47.5394573,edge,277.8938646,0,0.3,0,1,0.6,8,82
S10,564,52.95280918,edge,277.8938646,0,0.3,0,1,0.6,8,82
S11,585,43.68065934,edge,277.8938646,0,0.3,0,1,0.6,8,82
S12,622,29.06888371,edge,277.8938646,0,0.3,0,1,0.6,8,82
S13,722,8.062257748,edge,277.8938646,0,0.3,0,1,0.6,8,82
S14,572,26.92582404,edge,277.8938646,0,0.3,0,1,0.6,8,82
S15,568,50,edge,277.8938646,0,0.3,0,1,0.6,8,82
S16,512,70.22819946,center,277.8938646,0,0.3,0,1,0.6,8,82
S17,519,75.17978452,center,277.8938646,0,0.3,0,1,0.6,8,82
S18,525,61.7170965,edge,277.8938646,0,0.3,0,1,0.6,8,82
S19,570,40.16217126,edge,277.8938646,0,0.3,0,1,0.6,8,82
S20,630,17,edge,277.8938646,0,0.3,0,1,0.6,8,82
S21,696,8.94427191,edge,277.8938646,0,0.3,0,1,0.6,8,82
S22,614,31.30495168,edge,277.8938646,0,0.3,0,1,0.6,8,82
S23,533,53.85164807,edge,277.8938646,0,0.3,0,1,0.6,8,82
S24,496,77.25283166,center,277.8938646,0,0.3,0,1,0.6,8,82
S25,527,86.81589716,center,277.8938646,0,0.3,0,1,0.6,8,82
S26,540,64.84597135,edge,277.8938646,0,0.3,0,1,0.6,8,82
S27,581,42.10700654,edge,277.8938646,0,0.3,0,1,0.6,8,82
S28,644,18.24828759,edge,277.8938646,0,0.3,0,1,0.6,8,82
S29,614,23.85372088,edge,277.8938646,0,0.3,0,1,0.6,8,82
S30,542,45.88027899,edge,277.8938646,0,0.3,0,1,0.6,8,82
S31,527,60.08327554,edge,277.8938646,0,0.3,0,1,0.6,8,82
S32,543,64.84597135,edge,277.8938646,0,0.3,0,1,0.6,8,82
S33,560,55.07267925,edge,277.8938646,0,0.3,0,1,0.6,8,82
S34,552,35.34119409,edge,277.8938646,0,0.3,0,1,0.6,8,82
S35,633,12.16552506,edge,277.8938646,0,0.3,0,1,0.6,8,82
S36,658,12.80624847,edge,277.8938646,0,0.3,0,1,0.6,8,82
S37,556,29.15475947,edge,277.8938646,0,0.3,0,1,0.6,8,82
S38,562,38.07886553,edge,277.8938646,0,0.3,0,1,0.6,8,82
S39,555,41.59326869,edge,277.8938646,0,0.3,0,1,0.6,8,82
S40,606,33.24154028,edge,277.8938646,0,0.3,0,1,0.6,8,82
S41,609,21.9317122,edge,277.8938646,0,0.3,0,1,0.6,8,82
S42,608,7.615773106,edge,277.8938646,0,0.3,0,1,0.6,8,82
S43,619,16.2788206,edge,277.8938646,0,0.3,0,1,0.6,8,82
S44,620,18.11077028,edge,277.8938646,0,0.3,0,1,0.6,8,82
S45,677,11.18033989,edge,277.8938646,0,0.3,0,1,0.6,8,82
S1,655,5,edge,279.3080736,0,0.3,0,1,0.6,8,83
S2,628,17,edge,279.3080736,0,0.3,0,1,0.6,8,83
S3,629,25.94224354,edge,279.3080736,0,0.3,0,1,0.6,8,83
S4,561,28.23118843,edge,279.3080736,0,0.3,0,1,0.6,8,83
S5,602,20.61552813,edge,279.3080736,0,0.3,0,1,0.6,8,83
S6,666,11.40175425,edge,279.3080736,0,0.3,0,1,0.6,8,83
S7,623,18.38477631,edge,279.3080736,0,0.3,0,1,0.6,8,83
S8,551,37.64306045,edge,279.3080736,0,0.3,0,1,0.6,8,83
S9,524,48.50773134,edge,279.3080736,0,0.3,0,1,0.6,8,83
S10,520,51.19570294,edge,279.3080736,0,0.3,0,1,0.6,8,83
S11,591,43.08131846,edge,279.3080736,0,0.3,0,1,0.6,8,83
S12,643,29.20616373,edge,279.3080736,0,0.3,0,1,0.6,8,83
S13,693,8.94427191,edge,279.3080736,0,0.3,0,1,0.6,8,83
S14,598,28.3019434,edge,279.3080736,0,0.3,0,1,0.6,8,83
S15,507,50.28916384,edge,279.3080736,0,0.3,0,1,0.6,8,83
S16,544,70.66116331,center,279.3080736,0,0.3,0,1,0.6,8,83
S17,523,74.24957912,center,279.3080736,0,0.3,0,1,0.6,8,83
S18,557,61.84658438,edge,279.3080736,0,0.3,0,1,0.6,8,83
S19,597,39,edge,279.3080736,0,0.3,0,1,0.6,8,83
S20,677,18.02775638,edge,279.3080736,0,0.3,0,1,0.6,8,83
S21,655,9.899494937,edge,279.3080736,0,0.3,0,1,0.6,8,83
S22,608,31.01612484,edge,279.3080736,0,0.3,0,1,0.6,8,83
S23,518,54.12947441,edge,279.3080736,0,0.3,0,1,0.6,8,83
S24,547,76.53757247,center,279.3080736,0,0.3,0,1,0.6,8,83
S25,582,87.96590248,center,279.3080736,0,0.3,0,1,0.6,8,83
S26,556,66.85057965,edge,279.3080736,0,0.3,0,1,0.6,8,83
S27,595,44.14748011,edge,279.3080736,0,0.3,0,1,0.6,8,83
S28,690,21.47091055,edge,279.3080736,0,0.3,0,1,0.6,8,83
S29,567,23.02172887,edge,279.3080736,0,0.3,0,1,0.6,8,83
S30,575,44.41846463,edge,279.3080736,0,0.3,0,1,0.6,8,83
S31,542,60.16643583,edge,279.3080736,0,0.3,0,1,0.6,8,83
S32,546,64.32728814,edge,279.3080736,0,0.3,0,1,0.6,8,83
S33,560,56.22277119,edge,279.3080736,0,0.3,0,1,0.6,8,83
S34,588,34.88552709,edge,279.3080736,0,0.3,0,1,0.6,8,83
S35,671,13.41640786,edge,279.3080736,0,0.3,0,1,0.6,8,83
S36,654,13.03840481,edge,279.3080736,0,0.3,0,1,0.6,8,83
S37,643,27.29468813,edge,279.3080736,0,0.3,0,1,0.6,8,83
S38,603,38.07886553,edge,279.3080736,0,0.3,0,1,0.6,8,83
S39,629,41.10960958,edge,279.3080736,0,0.3,0,1,0.6,8,83
S40,619,34.53983208,edge,279.3080736,0,0.3,0,1,0.6,8,83
S41,637,22.8035085,edge,279.3080736,0,0.3,0,1,0.6,8,83
S42,734,3.605551275,edge,279.3080736,0,0.3,0,1,0.6,8,83
S43,769,8.062257748,edge,279.3080736,0,0.3,0,1,0.6,8,83
S44,717,15.65247584,edge,279.3080736,0,0.3,0,1,0.6,8,83
S45,686,18.02775638,edge,279.3080736,0,0.3,0,1,0.6,8,83
S46,638,12.36931688,edge,279.3080736,0,0.3,0,1,0.6,8,83
S1,697,5.385164807,edge,280.7222827,0,0.3,0,1,0.6,8,84
S2,653,16.55294536,edge,280.7222827,0,0.3,0,1,0.6,8,84
S3,627,25,edge,280.7222827,0,0.3,0,1,0.6,8,84
S4,592,29.06888371,edge,280.7222827,0,0.3,0,1,0.6,8,84
S5,611,22.20360331,edge,280.7222827,0,0.3,0,1,0.6,8,84
S6,623,11.18033989,edge,280.7222827,0,0.3,0,1,0.6,8,84
S7,618,15.8113883,edge,280.7222827,0,0.3,0,1,0.6,8,84
S8,576,36.79673899,edge,280.7222827,0,0.3,0,1,0.6,8,84
S9,552,48.3011387,edge,280.7222827,0,0.3,0,1,0.6,8,84
S10,544,52.77309921,edge,280.7222827,0,0.3,0,1,0.6,8,84
S11,523,43.96589587,edge,280.7222827,0,0.3,0,1,0.6,8,84
S12,550,29.15475947,edge,280.7222827,0,0.3,0,1,0.6,8,84
S13,660,8.602325267,edge,280.7222827,0,0.3,0,1,0.6,8,84
S14,572,26.40075756,edge,280.7222827,0,0.3,0,1,0.6,8,84
S15,565,48.60041152,edge,280.7222827,0,0.3,0,1,0.6,8,84
S16,519,69.35416354,edge,280.7222827,0,0.3,0,1,0.6,8,84
S17,509,75.66372975,center,280.7222827,0,0.3,0,1,0.6,8,84
S18,513,61.85466838,edge,280.7222827,0,0.3,0,1,0.6,8,84
S19,594,40.52159918,edge,280.7222827,0,0.3,0,1,0.6,8,84
S20,648,18.35755975,edge,280.7222827,0,0.3,0,1,0.6,8,84
S21,627,10.63014581,edge,280.7222827,0,0.3,0,1,0.6,8,84
S22,566,30.08321791,edge,280.7222827,0,0.3,0,1,0.6,8,84
S23,510,53.15072906,edge,280.7222827,0,0.3,0,1,0.6,8,84
S24,486,76.79192666,center,280.7222827,0,0.3,0,1,0.6,8,84
S25,493,87.64131446,center,280.7222827,0,0.3,0,1,0.6,8,84
S26,522,66.85057965,edge,280.7222827,0,0.3,0,1,0.6,8,84
S27,632,44.01136217,edge,280.7222827,0,0.3,0,1,0.6,8,84
S28,651,20.02498439,edge,280.7222827,0,0.3,0,1,0.6,8,84
S29,581,26.17250466,edge,280.7222827,0,0.3,0,1,0.6,8,84
S30,557,45.65084884,edge,280.7222827,0,0.3,0,1,0.6,8,84
S31,526,62.43396512,edge,280.7222827,0,0.3,0,1,0.6,8,84
S32,500,65,edge,280.7222827,0,0.3,0,1,0.6,8,84
S33,570,56.93856338,edge,280.7222827,0,0.3,0,1,0.6,8,84
S34,588,36.40054945,edge,280.7222827,0,0.3,0,1,0.6,8,84
S35,682,13.89244399,edge,280.7222827,0,0.3,0,1,0.6,8,84
S36,626,13.92838828,edge,280.7222827,0,0.3,0,1,0.6,8,84
S37,625,30.3644529,edge,280.7222827,0,0.3,0,1,0.6,8,84
S38,599,39.81205847,edge,280.7222827,0,0.3,0,1,0.6,8,84
S39,591,42.95346319,edge,280.7222827,0,0.3,0,1,0.6,8,84
S40,536,35.17101079,edge,280.7222827,0,0.3,0,1,0.6,8,84
S41,647,23.85372088,edge,280.7222827,0,0.3,0,1,0.6,8,84
S42,689,5,edge,280.7222827,0,0.3,0,1,0.6,8,84
S43,711,9.848857802,edge,280.7222827,0,0.3,0,1,0.6,8,84
S44,630,17,edge,280.7222827,0,0.3,0,1,0.6,8,84
S45,619,19.6468827,edge,280.7222827,0,0.3,0,1,0.6,8,84
S46,583,12.04159458,edge,280.7222827,0,0.3,0,1,0.6,8,84
S47,665,4,edge,280.7222827,0,0.3,0,1,0.6,8,84
S1,707,6,edge,280.0142853,0,0.3,0,1,0.6,8,85
S2,702,17.08800749,edge,280.0142853,0,0.3,0,1,0.6,8,85
S3,618,25.96150997,edge,280.0142853,0,0.3,0,1,0.6,8,85
S4,653,29.27456234,edge,280.0142853,0,0.3,0,1,0.6,8,85
S5,624,23.08679276,edge,280.0142853,0,0.3,0,1,0.6,8,85
S6,675,12.04159458,edge,280.0142853,0,0.3,0,1,0.6,8,85
S7,696,16.76305461,edge,280.0142853,0,0.3,0,1,0.6,8,85
S8,662,35.84689666,edge,280.0142853,0,0.3,0,1,0.6,8,85
S9,610,48.08326112,edge,280.0142853,0,0.3,0,1,0.6,8,85
S10,587,53.15072906,edge,280.0142853,0,0.3,0,1,0.6,8,85
S11,594,44.72135955,edge,280.0142853,0,0.3,0,1,0.6,8,85
S12,643,29.73213749,edge,280.0142853,0,0.3,0,1,0.6,8,85
S13,696,8.602325267,edge,280.0142853,0,0.3,0,1,0.6,8,85
S14,645,28.16025568,edge,280.0142853,0,0.3,0,1,0.6,8,85
S15,591,49.40647731,edge,280.0142853,0,0.3,0,1,0.6,8,85
S16,575,69.20260111,edge,280.0142853,0,0.3,0,1,0.6,8,85
S17,561,76.40026178,center,280.0142853,0,0.3,0,1,0.6,8,85
S18,582,62.17716623,edge,280.0142853,0,0.3,0,1,0.6,8,85
S19,625,41.78516483,edge,280.0142853,0,0.3,0,1,0.6,8,85
S20,656,19.10497317,edge,280.0142853,0,0.3,0,1,0.6,8,85
S21,695,6.08276253,edge,280.0142853,0,0.3,0,1,0.6,8,85
S22,649,30.01666204,edge,280.0142853,0,0.3,0,1,0.6,8,85
S23,561,53.60037313,edge,280.0142853,0,0.3,0,1,0.6,8,85
S24,590,75.76938696,center,280.0142853,0,0.3,0,1,0.6,8,85
S25,545,87.658428,center,280.0142853,0,0.3,0,1,0.6,8,85
S26,550,67.77905281,edge,280.0142853,0,0.3,0,1,0.6,8,85
S27,586,44.92215489,edge,280.0142853,0,0.3,0,1,0.6,8,85
S28,607,21,edge,280.0142853,0,0.3,0,1,0.6,8,85
S29,649,22.56102835,edge,280.0142853,0,0.3,0,1,0.6,8,85
S30,597,45.31004304,edge,280.0142853,0,0.3,0,1,0.6,8,85
S31,557,58.87274412,edge,280.0142853,0,0.3,0,1,0.6,8,85
S32,573,66.09841148,edge,280.0142853,0,0.3,0,1,0.6,8,85
S33,544,56.32051136,edge,280.0142853,0,0.3,0,1,0.6,8,85
S34,604,36.87817783,edge,280.0142853,0,0.3,0,1,0.6,8,85
S35,607,14.4222051,edge,280.0142853,0,0.3,0,1,0.6,8,85
S36,664,12.52996409,edge,280.0142853,0,0.3,0,1,0.6,8,85
S37,615,29.06888371,edge,280.0142853,0,0.3,0,1,0.6,8,85
S38,587,37.44329045,edge,280.0142853,0,0.3,0,1,0.6,8,85
S39,599,42.42640687,edge,280.0142853,0,0.3,0,1,0.6,8,85
S40,616,34,edge,280.0142853,0,0.3,0,1,0.6,8,85
S41,688,23.60084744,edge,280.0142853,0,0.3,0,1,0.6,8,85
S42,694,5,edge,280.0142853,0,0.3,0,1,0.6,8,85
S43,709,7.615773106,edge,280.0142853,0,0.3,0,1,0.6,8,85
S44,648,16.2788206,edge,280.0142853,0,0.3,0,1,0.6,8,85
S45,689,18.97366596,edge,280.0142853,0,0.3,0,1,0.6,8,85
S46,726,12.52996409,edge,280.0142853,0,0.3,0,1,0.6,8,85
S47,756,3.16227766,edge,280.0142853,0,0.3,0,1,0.6,8,85
S1,677,4.123105626,edge,278.6000718,0,0.3,0,1,0.6,8,86
S2,674,15.62049935,edge,278.6000718,0,0.3,0,1,0.6,8,86
S3,572,24.35159132,edge,278.6000718,0,0.3,0,1,0.6,8,86
S4,602,28.01785145,edge,278.6000718,0,0.3,0,1,0.6,8,86
S5,588,21.40093456,edge,278.6000718,0,0.3,0,1,0.6,8,86
S6,615,10.81665383,edge,278.6000718,0,0.3,0,1,0.6,8,86
S7,650,18.35755975,edge,278.6000718,0,0.3,0,1,0.6,8,86
S8,597,36.40054945,edge,278.6000718,0,0.3,0,1,0.6,8,86
S9,536,47.4341649,edge,278.6000718,0,0.3,0,1,0.6,8,86
S10,544,51.86520992,edge,278.6000718,0,0.3,0,1,0.6,8,86
S11,549,43.01162634,edge,278.6000718,0,0.3,0,1,0.6,8,86
S12,580,29,edge,278.6000718,0,0.3,0,1,0.6,8,86
S13,667,8.94427191,edge,278.6000718,0,0.3,0,1,0.6,8,86
S14,647,27.65863337,edge,278.6000718,0,0.3,0,1,0.6,8,86
S15,549,50.11985634,edge,278.6000718,0,0.3,0,1,0.6,8,86
S16,563,68.9637586,edge,278.6000718,0,0.3,0,1,0.6,8,86
S17,510,74.79304781,center,278.6000718,0,0.3,0,1,0.6,8,86
S18,490,62.36184731,edge,278.6000718,0,0.3,0,1,0.6,8,86
S19,598,39.81205847,edge,278.6000718,0,0.3,0,1,0.6,8,86
S20,632,17.88854382,edge,278.6000718,0,0.3,0,1,0.6,8,86
S21,701,7.071067812,edge,278.6000718,0,0.3,0,1,0.6,8,86
S22,588,31.01612484,edge,278.6000718,0,0.3,0,1,0.6,8,86
S23,555,53.14132102,edge,278.6000718,0,0.3,0,1,0.6,8,86
S24,546,75.76938696,center,278.6000718,0,0.3,0,1,0.6,8,86
S25,501,87.13208364,center,278.6000718,0,0.3,0,1,0.6,8,86
S26,509,66.70832032,edge,278.6000718,0,0.3,0,1,0.6,8,86
S27,562,44.72135955,edge,278.6000718,0,0.3,0,1,0.6,8,86
S28,595,21.21320344,edge,278.6000718,0,0.3,0,1,0.6,8,86
S29,621,22.56102835,edge,278.6000718,0,0.3,0,1,0.6,8,86
S30,534,44.38468204,edge,278.6000718,0,0.3,0,1,0.6,8,86
S31,491,59.46427499,edge,278.6000718,0,0.3,0,1,0.6,8,86
S32,502,64.19501538,edge,278.6000718,0,0.3,0,1,0.6,8,86
S33,491,54.62600113,edge,278.6000718,0,0.3,0,1,0.6,8,86
S34,548,35.84689666,edge,278.6000718,0,0.3,0,1,0.6,8,86
S35,617,13.34166406,edge,278.6000718,0,0.3,0,1,0.6,8,86
S36,647,12.08304597,edge,278.6000718,0,0.3,0,1,0.6,8,86
S37,564,27.20294102,edge,278.6000718,0,0.3,0,1,0.6,8,86
S38,562,36.138622,edge,278.6000718,0,0.3,0,1,0.6,8,86
S39,555,41,edge,278.6000718,0,0.3,0,1,0.6,8,86
S40,542,33.61547263,edge,278.6000718,0,0.3,0,1,0.6,8,86
S41,579,21.09502311,edge,278.6000718,0,0.3,0,1,0.6,8,86
S42,658,2.828427125,edge,278.6000718,0,0.3,0,1,0.6,8,86
S43,651,7.071067812,edge,278.6000718,0,0.3,0,1,0.6,8,86
S44,645,13.34166406,edge,278.6000718,0,0.3,0,1,0.6,8,86
S45,643,17,edge,278.6000718,0,0.3,0,1,0.6,8,86
S46,674,12.36931688,edge,278.6000718,0,0.3,0,1,0.6,8,86
S1,672,5,edge,278.6000718,0,0.3,0,1,0.6,8,87
S2,667,17,edge,278.6000718,0,0.3,0,1,0.6,8,87
S3,633,24.16609195,edge,278.6000718,0,0.3,0,1,0.6,8,87
S4,577,28.16025568,edge,278.6000718,0,0.3,0,1,0.6,8,87
S5,605,20.61552813,edge,278.6000718,0,0.3,0,1,0.6,8,87
S6,655,10.63014581,edge,278.6000718,0,0.3,0,1,0.6,8,87
S7,669,18.02775638,edge,278.6000718,0,0.3,0,1,0.6,8,87
S8,587,36.79673899,edge,278.6000718,0,0.3,0,1,0.6,8,87
S9,548,47.07440918,edge,278.6000718,0,0.3,0,1,0.6,8,87
S10,503,51.623638,edge,278.6000718,0,0.3,0,1,0.6,8,87
S11,519,41.78516483,edge,278.6000718,0,0.3,0,1,0.6,8,87
S12,612,28.16025568,edge,278.6000718,0,0.3,0,1,0.6,8,87
S13,636,8.485281374,edge,278.6000718,0,0.3,0,1,0.6,8,87
S14,647,26.68332813,edge,278.6000718,0,0.3,0,1,0.6,8,87
S15,560,49.24428901,edge,278.6000718,0,0.3,0,1,0.6,8,87
S16,509,69.28924881,edge,278.6000718,0,0.3,0,1,0.6,8,87
S17,461,73.92563831,center,278.6000718,0,0.3,0,1,0.6,8,87
S18,500,60.20797289,edge,278.6000718,0,0.3,0,1,0.6,8,87
S19,561,38.89730068,edge,278.6000718,0,0.3,0,1,0.6,8,87
S20,608,17.69180601,edge,278.6000718,0,0.3,0,1,0.6,8,87
S21,685,7.280109889,edge,278.6000718,0,0.3,0,1,0.6,8,87
S22,622,31.06444913,edge,278.6000718,0,0.3,0,1,0.6,8,87
S23,581,54.12023651,edge,278.6000718,0,0.3,0,1,0.6,8,87
S24,517,76.32168761,center,278.6000718,0,0.3,0,1,0.6,8,87
S25,489,86.58521814,center,278.6000718,0,0.3,0,1,0.6,8,87
S26,533,66.21933252,edge,278.6000718,0,0.3,0,1,0.6,8,87
S27,534,43.32435804,edge,278.6000718,0,0.3,0,1,0.6,8,87
S28,620,20.24845673,edge,278.6000718,0,0.3,0,1,0.6,8,87
S29,662,23.34523506,edge,278.6000718,0,0.3,0,1,0.6,8,87
S30,579,45.31004304,edge,278.6000718,0,0.3,0,1,0.6,8,87
S31,573,60.8276253,edge,278.6000718,0,0.3,0,1,0.6,8,87
S32,532,63.5688603,edge,278.6000718,0,0.3,0,1,0.6,8,87
S33,530,55.97320788,edge,278.6000718,0,0.3,0,1,0.6,8,87
S34,560,34.43835072,edge,278.6000718,0,0.3,0,1,0.6,8,87
S35,569,13.92838828,edge,278.6000718,0,0.3,0,1,0.6,8,87
S36,706,12.08304597,edge,278.6000718,0,0.3,0,1,0.6,8,87
S37,591,28.8444102,edge,278.6000718,0,0.3,0,1,0.6,8,87
S38,572,37.36308338,edge,278.6000718,0,0.3,0,1,0.6,8,87
S39,565,40.85339643,edge,278.6000718,0,0.3,0,1,0.6,8,87
S40,592,34.13209633,edge,278.6000718,0,0.3,0,1,0.6,8,87
S41,616,22.6715681,edge,278.6000718,0,0.3,0,1,0.6,8,87
S42,683,8.062257748,edge,278.6000718,0,0.3,0,1,0.6,8,87
S43,638,14.56021978,edge,278.6000718,0,0.3,0,1,0.6,8,87
S44,646,18.11077028,edge,278.6000718,0,0.3,0,1,0.6,8,87
S45,676,12.08304597,edge,278.6000718,0,0.3,0,1,0.6,8,87
S46,693,4.242640687,edge,278.6000718,0,0.3,0,1,0.6,8,87
S1,748,4.472135955,edge,276.4796557,0,0.3,0,1,0.6,8,88
S2,669,15.8113883,edge,276.4796557,0,0.3,0,1,0.6,8,88
S3,589,25,edge,276.4796557,0,0.3,0,1,0.6,8,88
S4,620,27.89265136,edge,276.4796557,0,0.3,0,1,0.6,8,88
S5,645,20.80865205,edge,276.4796557,0,0.3,0,1,0.6,8,88
S6,688,10,edge,276.4796557,0,0.3,0,1,0.6,8,88
S7,606,17.20465053,edge,276.4796557,0,0.3,0,1,0.6,8,88
S8,542,36.12478374,edge,276.4796557,0,0.3,0,1,0.6,8,88
S9,556,47.80167361,edge,276.4796557,0,0.3,0,1,0.6,8,88
S10,547,51.2445119,edge,276.4796557,0,0.3,0,1,0.6,8,88
S11,577,42.72001873,edge,276.4796557,0,0.3,0,1,0.6,8,88
S12,602,27.73084925,edge,276.4796557,0,0.3,0,1,0.6,8,88
S13,709,6.08276253,edge,276.4796557,0,0.3,0,1,0.6,8,88
S14,584,26.47640459,edge,276.4796557,0,0.3,0,1,0.6,8,88
S15,524,49.1934955,edge,276.4796557,0,0.3,0,1,0.6,8,88
S16,544,69.35416354,center,276.4796557,0,0.3,0,1,0.6,8,88
S17,535,74.30343195,center,276.4796557,0,0.3,0,1,0.6,8,88
S18,535,59.50630219,edge,276.4796557,0,0.3,0,1,0.6,8,88
S19,558,37,edge,276.4796557,0,0.3,0,1,0.6,8,88
S20,639,16.1245155,edge,276.4796557,0,0.3,0,1,0.6,8,88
S21,646,7.211102551,edge,276.4796557,0,0.3,0,1,0.6,8,88
S22,556,30.08321791,edge,276.4796557,0,0.3,0,1,0.6,8,88
S23,570,53.15072906,edge,276.4796557,0,0.3,0,1,0.6,8,88
S24,494,76.79192666,center,276.4796557,0,0.3,0,1,0.6,8,88
S25,500,84.53401682,center,276.4796557,0,0.3,0,1,0.6,8,88
S26,542,64.77653896,edge,276.4796557,0,0.3,0,1,0.6,8,88
S27,558,41.23105626,edge,276.4796557,0,0.3,0,1,0.6,8,88
S28,642,18.86796226,edge,276.4796557,0,0.3,0,1,0.6,8,88
S29,595,23.70653918,edge,276.4796557,0,0.3,0,1,0.6,8,88
S30,555,44.65422712,edge,276.4796557,0,0.3,0,1,0.6,8,88
S31,559,58.52349955,edge,276.4796557,0,0.3,0,1,0.6,8,88
S32,547,62.39390996,edge,276.4796557,0,0.3,0,1,0.6,8,88
S33,557,52.92447449,edge,276.4796557,0,0.3,0,1,0.6,8,88
S34,598,32.89376841,edge,276.4796557,0,0.3,0,1,0.6,8,88
S35,696,11.66190379,edge,276.4796557,0,0.3,0,1,0.6,8,88
S36,637,12.04159458,edge,276.4796557,0,0.3,0,1,0.6,8,88
S37,618,25.8069758,edge,276.4796557,0,0.3,0,1,0.6,8,88
